curp,nombre,metadata.institucion,nivelOrdenGobierno,declaracion.situacionPatrimonial.datosEmpleoCargoComision.areaAdscripcion,declaracion.situacionPatrimonial.datosEmpleoCargoComision.contratadoPorHonorarios,declaracion.situacionPatrimonial.datosEmpleoCargoComision.nivelEmpleoCargoComision,edu_nivel,exp_privado,exp_publico,exp_total,n_vehiculos,n_vehiculos_lujo,valor_vehiculos,n_bienes,valor_bienes,valor_inversiones,patrimonio_total,ingreso_total_neto_2015,ingreso_total_neto_2016,ingreso_total_neto_2017,ingreso_total_neto_2018,ingreso_total_neto_2019,ingreso_total_neto_2020
AGMG761119MVZYNR01,Gregorio Aguayo Monroy,INSTITUTO MEXICANO DEL SEGURO SOCIAL,MUNICIPAL,Unidad de Asuntos Jurídicos,False,J32,DOCTORADO,6.5,5.2,11.7,6.0,2.0,3362406.0,2.0,209770462.0,65659843.0,278792711.0,1508470.0,3936948.0,5188440.0,5985096.0,5612856.0,4878420.0
AGMM830022HDFSRR09,María Soledad Agosto Marrero,CENTRO NACIONAL DE VIGILANCIA EPIDEMIOLOGICA Y CONTRTOL DE ENFERMEDADES,ESTATAL,Dirección General de Inteligencia,False,N33,ESPECIALIDAD,6.5,3.7,10.2,6.0,1.0,3028491.0,1.0,8253377.0,1522225.0,12804093.0,289955.0,1207200.0,1030176.0,1039716.0,1105380.0,1198332.0
AGNA851008HAGSRF02,Alfredo Agosto Noriega,SECRETARIA DE COMUNICACIONES Y TRANSPORTES,FEDERAL,Dirección General de Administración,False,22,ESPECIALIDAD,5.6,3.9,9.5,5.0,2.0,4432801.0,3.0,351212731.0,47065998.0,402711530.0,1961955.0,6247896.0,6015408.0,5218716.0,5923848.0,6033972.0
AGSC710823HVZSZR09,Cristian Agosto Saiz,EDUCAL S.A. DE C.V.,ESTATAL,Unidad de Tecnologías de Información y Comunicaciones,False,18,ESPECIALIDAD,6.3,4.0,10.3,6.0,4.0,3040572.0,3.0,214228989.0,63717157.0,280986718.0,1671165.0,5392500.0,6022116.0,5005140.0,4942800.0,5437248.0
AGTF880917MVZRML06,Felipe Aguirre Tamez,CENTRO DE INVESTIGACION EN ALIMENTACION Y DESARROLLO A.C.,ESTATAL,Unidad de Transparencia,False,M34,LICENCIATURA,10.8,0.0,10.8,3.0,0.0,1249177.0,0.0,0.0,842046.0,2091223.0,398150.0,1507788.0,1665624.0,1532364.0,1641864.0,1636404.0
AGVI890126MDFLRS07,Isaias Aguilera Vera,HOSPITAL REGIONAL DE ALTA ESPECIALIDAD DEL BAJIO,FEDERAL,Unidad de Administración,False,N22,LICENCIATURA,5.2,5.2,10.4,0.0,0.0,0.0,0.0,0.0,10984.0,10984.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
AGVL810024HDFSNR01,Lourdes Agosto Venegas,CFE TRANSMISIÓN,FEDERAL,Dirección General de Innovacion,False,M34,LICENCIATURA,10.7,0.0,10.7,5.0,1.0,2392846.0,1.0,802357.0,1288263.0,4483466.0,392105.0,1614900.0,1588968.0,1625460.0,1554840.0,1629456.0
AGVM890814HDFYLR04,María Cristina Aguayo Villareal,SECRETARIA DE TURISMO,FEDERAL,Dirección General de Administración,False,18,ESPECIALIDAD,13.2,0.0,13.2,6.0,3.0,4073875.0,2.0,115437701.0,47825071.0,167336647.0,1771080.0,5211648.0,4583400.0,4021716.0,4927080.0,5407212.0
AGVÁ810524MPUYLG08,Ángel Gabriel Aguayo Valverde,INSTITUTO MEXICANO DE LA JUVENTUD,MUNICIPAL,Unidad de Servicios Tecnológicos,False,N22,LICENCIATURA,12.9,0.0,12.9,4.0,0.0,584711.0,1.0,1298170.0,23931.0,1906812.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
AGZR710721HVZSRF09,Rafael Agosto Zarate,ADMINISTRACION PORTUARIA INTEGRAL DE TAMPICO S.A. DE C.V.,ESTATAL,Dirección General de Innovacion,False,A33,LICENCIATURA,10.3,0.0,10.3,7.0,0.0,1420377.0,1.0,321472.0,18958.0,1760807.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
AGZS750412HVZSMM02,Samuel Agosto Zamudio,COMISION NACIONAL DE SEGUROS Y FIANZAS,MUNICIPAL,Dirección General de Administración,False,22,ESPECIALIDAD,6.3,4.1,10.399999999999999,8.0,6.0,8368076.0,3.0,274642866.0,91646402.0,374657344.0,1595675.0,6589656.0,6279588.0,6907896.0,6579336.0,5635716.0
ALAA700327HPUCVJ04,Alejandra Alcala Arevalo,CFE GENERACIÓN I,FEDERAL,Unidad de Transparencia,False,19,DOCTORADO,5.6,4.9,10.5,8.0,3.0,6132835.0,3.0,197237640.0,76980200.0,280350675.0,1539640.0,5045688.0,5168580.0,5627472.0,5833728.0,5898264.0
ALAC830916MVZRMN02,Conchita Alarcón Armijo,AUTORIDAD FEDERAL PARA EL DESARROLLO DE LAS ZONAS ECONÓMICAS ESPECIALES,MUNICIPAL,Dirección General de Innovacion,False,N33,MAESTRÍA,11.4,0.0,11.4,3.0,0.0,1392854.0,1.0,3938392.0,1109911.0,6441157.0,251100.0,1024644.0,1186956.0,1088796.0,992916.0,997932.0
ALAD730402MAGMBM05,Damián Almonte Alba,FIDEICOMISO FONDO DE CAPITALIZACION E INVERSION DEL SECTOR RURAL,FEDERAL,Unidad de Vinculación,False,N22,LICENCIATURA,7.0,4.7,11.7,4.0,1.0,541830.0,0.0,0.0,23757.0,565587.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
ALAE720320HSNMSN02,Elena Almaraz Agosto,COMISION NACIONAL DE LOS SALARIOS MINIMOS,FEDERAL,Dirección General de Innovacion,False,22,MAESTRÍA,6.8,5.0,11.8,6.0,1.0,2951740.0,3.0,304195141.0,53306463.0,360453344.0,2160200.0,6750444.0,6782100.0,6075120.0,6650268.0,6707388.0
ALAF850520MAGMCR09,Francisca Alemán Alcala,COMISION PARA LA REGULARIZACION DE LA TENENCIA DE LA TIERRA,FEDERAL,Unidad de Servicios Tecnológicos,False,22,ESPECIALIDAD,11.1,0.0,11.1,6.0,3.0,4530797.0,3.0,185901150.0,80453681.0,270885628.0,1940955.0,6600672.0,6309300.0,5469564.0,7058124.0,6054744.0
ALAG810107HSNNNL06,Guillermina Alaniz Alonso,INSTITUTO NACIONAL DE ESTUDIOS HISTORICOS DE LAS REVOLUCIONES DE MEXICO,FEDERAL,Dirección General de Vinculación,False,N33,LICENCIATURA,10.5,0.0,10.5,3.0,0.0,1348281.0,0.0,0.0,843728.0,2192009.0,316390.0,1126104.0,1172304.0,1169148.0,1044528.0,1279440.0
ALAJ830425MVZNSR05,Jerónimo Alonso Acosta,ESTUDIOS CHURUBUSCO AZTECA S.A.,ESTATAL,Dirección General de Innovacion,False,18,ESPECIALIDAD,10.9,0.0,10.9,7.0,4.0,6874630.0,3.0,215366924.0,86748295.0,308989849.0,1512855.0,5431212.0,5262216.0,4952364.0,6105228.0,5081664.0
ALAL850513HSNBCR06,Lorenzo Alba Alcaraz,PROCURADURIA GENERAL DE LA REPUBLICA,ESTATAL,Dirección General de Inteligencia,False,N33,LICENCIATURA,9.9,0.0,9.9,4.0,1.0,1740997.0,1.0,3886668.0,1068818.0,6696483.0,306835.0,1183176.0,1173348.0,1219428.0,1204164.0,1169160.0
ALAL880209MPUNMZ04,Lizbeth Alaniz Armijo,INSTITUTO FEDERAL DE TELECOMUNICACIONES,ESTATAL,Unidad de Asuntos Jurídicos,False,O32,LICENCIATURA,6.5,5.7,12.2,4.0,1.0,1024987.0,1.0,755576.0,16488.0,1797051.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
ALAM801011MVZMNX05,Maximiliano Almaraz Aranda,INSTITUTO DE INVESTIGACIONES ELECTRICAS,FEDERAL,Unidad de Asuntos Jurídicos,False,O33,LICENCIATURA,6.2,6.2,12.4,6.0,0.0,1003749.0,0.0,0.0,14603.0,1018352.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
ALAN891126HSNRMC02,Nicole Alarcón Almonte,HOSPITAL JUAREZ DE MEXICO,FEDERAL,Unidad de Vinculación,False,A33,LICENCIATURA,11.8,0.0,11.8,0.0,0.0,0.0,0.0,0.0,27855.0,27855.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
ALAR810402HSNVSS06,Rosa María Alvarez Acosta,CONSEJO NACIONAL PARA PREVENIR LA DISCRIMINACION,ESTATAL,Unidad de Asuntos Jurídicos,False,N22,LICENCIATURA,11.7,0.0,11.7,1.0,0.0,230591.0,1.0,1675895.0,15948.0,1922434.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
ALAR830921HAGMMC09,Ricardo Almaraz Armas,INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO,FEDERAL,Unidad de Transparencia,False,J32,MAESTRÍA,10.9,0.0,10.9,7.0,3.0,5551262.0,3.0,184899650.0,60512690.0,250963602.0,1641790.0,5284584.0,5057640.0,4853232.0,4913376.0,5527140.0
ALAR840626MPUNMB08,Rebeca Alonso Armendáriz,HOSPITAL INFANTIL DE MEXICO FEDERICO GOMEZ,ESTATAL,Unidad de Tecnologías de Información y Comunicaciones,False,O32,LICENCIATURA,6.0,6.3,12.3,0.0,0.0,0.0,0.0,0.0,12213.0,12213.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
ALAT710306HSNVNM08,Timoteo Alvarez Alonzo,ADMINISTRACION PORTUARIA INTEGRAL DE COATZACOALCOS S.A. DE C.V.,FEDERAL,Unidad de Servicios Tecnológicos,False,N33,MAESTRÍA,11.1,0.0,11.1,4.0,2.0,2170572.0,1.0,2799277.0,347414.0,5317263.0,340665.0,1081428.0,1167408.0,1084500.0,1077816.0,1118688.0
ALAX730525HPUVBC08,Xochitl Alva Alba,INSTITUTO DE LOS MEXICANOS EN EL EXTERIOR,ESTATAL,Unidad de Vinculación,False,O32,LICENCIATURA,5.0,3.8,8.8,0.0,0.0,0.0,1.0,766939.0,28271.0,795210.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
ALAY840422MSNMNR09,Yaretzi Almaraz Alaniz,CASA DE MONEDA DE MEXICO,FEDERAL,Unidad de Administración,False,N33,ESPECIALIDAD,10.0,0.0,10.0,2.0,0.0,989693.0,1.0,841651.0,739844.0,2571188.0,284720.0,1110888.0,1127304.0,1139568.0,1088736.0,1123572.0
ALAY890511HSNTÑM06,Yamileth Altamirano Acuña,"INSTALACIONES INMOBILIARIAS PARA INDUSTRIAS, S.A. DE C.V.",MUNICIPAL,Unidad de Asuntos Jurídicos,False,J32,ESPECIALIDAD,11.4,0.0,11.4,6.0,3.0,2915656.0,3.0,209292295.0,60081617.0,272289568.0,1731720.0,5079084.0,4763112.0,5228280.0,5300820.0,4437720.0
ALAÁ750817HVZCCG09,Ángel Gabriel Alicea Alcaraz,INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES AGRICOLAS Y PECUARIAS,MUNICIPAL,Dirección General de Tecnologías de Información,False,O33,LICENCIATURA,13.0,0.0,13.0,4.0,3.0,929058.0,1.0,945513.0,34594.0,1909165.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
ALAÁ830614HDFRDG04,Ángel Daniel Alarcón Amador,CORPORACION MEXICANA DE INVESTIGACION EN MATERIALES S.A. DE C.V.,MUNICIPAL,Unidad de Administración,False,M34,ESPECIALIDAD,6.2,4.6,10.8,3.0,0.0,1308942.0,1.0,3555633.0,1249898.0,6114473.0,325755.0,1553352.0,1589292.0,1715136.0,1692744.0,1726056.0
ALBA780509MVZNRJ05,Alejandra Alonzo Barajas,FONDO DE OPERACION Y FINANCIAMIENTO BANCARIO A LA VIVIENDA,FEDERAL,Dirección General de Administración,False,N22,LICENCIATURA,6.1,3.8,9.899999999999999,0.0,0.0,0.0,0.0,0.0,14043.0,14043.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
ALBA870307HVZNRB05,Alberto Alonso Burgos,INSTITUTO DE INVESTIGACIONES ELECTRICAS,FEDERAL,Unidad de Vinculación,False,18,ESPECIALIDAD,6.6,5.5,12.1,8.0,2.0,6207220.0,3.0,189872281.0,78960038.0,275039539.0,1864070.0,5579172.0,5563236.0,5870460.0,4940904.0,5212056.0
ALBG871015MSNCRR05,Germán Alcala Barrera,INSTITUTO NACIONAL DE GERIATRÍA,ESTATAL,Unidad de Transparencia,False,18,DOCTORADO,6.3,5.9,12.2,5.0,3.0,2566126.0,3.0,231743540.0,37972647.0,272282313.0,1701015.0,5097168.0,4893228.0,5890584.0,5575212.0,5256168.0
ALBI891012MAGMRR03,Israel Almaraz Barajas,RADIO EDUCACION,MUNICIPAL,Dirección General de Administración,False,O33,LICENCIATURA,6.2,5.8,12.0,2.0,0.0,243540.0,0.0,0.0,6874.0,250414.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
ALBJ740123HSNNNS04,José María Alaniz Bueno,CONSEJO DE PROMOCION TURISTICA DE MEXICO S.A. DE C.V.,FEDERAL,Dirección General de Inteligencia,False,M34,ESPECIALIDAD,6.1,6.2,12.3,6.0,1.0,2453092.0,1.0,5695312.0,1622199.0,9770603.0,424015.0,1642896.0,1607880.0,1658388.0,1508328.0,1627800.0
ALBJ790114MDFCRN09,Jennifer Alcántar Borrego,INSTITUTO NACIONAL PARA EL FEDERALISMO Y EL DESARROLLO MUNICIPAL,MUNICIPAL,Dirección General de Vinculación,False,N34,MAESTRÍA,5.8,6.3,12.1,3.0,0.0,1396852.0,1.0,2568917.0,860635.0,4826404.0,298290.0,1249176.0,1188732.0,1253016.0,1232928.0,1177308.0
ALBM830126HAGVTC01,Micaela Alvarez Batista,COMISION NACIONAL DE ACUACULTURA Y PESCA,MUNICIPAL,Dirección General de Administración,False,A33,LICENCIATURA,11.0,0.0,11.0,0.0,0.0,0.0,1.0,395197.0,30883.0,426080.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
ALCA810017HDFCRB04,Alberto Alcala Correa,CONSEJO NACIONAL DE EVALUACION DE LA POLITICA DE DESARROLLO SOCIAL,FEDERAL,Unidad de Vinculación,False,N34,LICENCIATURA,6.0,6.8,12.8,5.0,1.0,2314508.0,1.0,3896207.0,354881.0,6565596.0,313590.0,1089756.0,1225980.0,1278360.0,1327008.0,1159668.0
ALCB760818MDFVNR09,Berta Alva Cintrón,COMISION NACIONAL DEL AGUA,FEDERAL,Unidad de Servicios Tecnológicos,False,18,DOCTORADO,12.5,0.0,12.5,4.0,2.0,3062021.0,2.0,119927720.0,89486859.0,212476600.0,1805120.0,5149944.0,5506476.0,5068392.0,4934220.0,4624068.0
ALCC811004MVZTLR04,Cristina Altamirano Cuellar,PEMEX-GAS Y PETROQUIMICA BASICA,FEDERAL,Dirección General de Tecnologías de Información,False,N33,LICENCIATURA,11.9,0.0,11.9,3.0,1.0,1414970.0,1.0,1066564.0,1208425.0,3689959.0,258715.0,1145556.0,1164288.0,1068588.0,1233888.0,1105776.0
ALCE770413MVZMRS07,Elías Almaraz Carranza,SECRETARIA DE ECONOMIA,ESTATAL,Unidad de Servicios Tecnológicos,False,M34,LICENCIATURA,10.5,0.0,10.5,5.0,1.0,2289739.0,1.0,3473489.0,703268.0,6466496.0,342930.0,1758120.0,1756128.0,1640424.0,1602684.0,1599948.0
ALCE860008MPUVTR04,Enrique Alvarez Cotto,INSTITUTO NACIONAL DE LENGUAS INDIGENAS,MUNICIPAL,Unidad de Administración,False,A33,LICENCIATURA,10.8,0.0,10.8,5.0,0.0,827967.0,0.0,0.0,11912.0,839879.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
ALCE880205HPUVRL01,Emily Alvarado Carrasquillo,INSTITUTO POLITECNICO NACIONAL,ESTATAL,Dirección General de Inteligencia,False,M34,LICENCIATURA,5.8,6.8,12.6,3.0,1.0,1474937.0,1.0,4194952.0,343435.0,6013324.0,427120.0,1658676.0,1548228.0,1593792.0,1587000.0,1562064.0
ALCG720525HPUCRD05,Guadalupe Alicea Cervántez,INSTITUTO NACIONAL DE INVESTIGACIONES FORESTALES AGRICOLAS Y PECUARIAS,FEDERAL,Dirección General de Vinculación,False,M34,MAESTRÍA,11.8,0.0,11.8,4.0,1.0,1627966.0,1.0,7133825.0,1006505.0,9768296.0,367375.0,1612512.0,1506948.0,1736472.0,1682100.0,1799448.0
ALCG810219MAGNHB07,Gabriel Alanis Chapa,CENTRO DE INVESTIGACIONES EN OPTICA A.C.,ESTATAL,Dirección General de Administración,False,O33,LICENCIATURA,10.9,0.0,10.9,5.0,0.0,824586.0,0.0,0.0,13546.0,838132.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
ALCJ731012MVZVRR08,Jorge Luis Alvarez Carrasco,UNIVERSIDAD AUTONOMA DE CHAPINGO,ESTATAL,Unidad de Servicios Tecnológicos,False,M34,LICENCIATURA,10.4,0.0,10.4,6.0,3.0,2942009.0,1.0,7335555.0,651567.0,10929131.0,440580.0,1619244.0,1626108.0,1681536.0,1613904.0,1619496.0
ALCM770305MPUNNR05,Marilu Alonso Cintrón,PROCURADURIA FEDERAL DE PROTECCION AL AMBIENTE,FEDERAL,Unidad de Administración,False,O33,LICENCIATURA,5.8,5.7,11.5,5.0,0.0,865012.0,0.0,0.0,43396.0,908408.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
ALCM800918HSNFLN02,Manuela Alfaro Cuellar,COORDINACION NACIONAL DEL PROGRAMA DE DESARROLLO HUMANO OPORTUNIDADES,ESTATAL,Dirección General de Administración,False,19,MAESTRÍA,5.8,4.3,10.1,4.0,2.0,3354163.0,3.0,205475811.0,84635931.0,293465905.0,1506070.0,5294832.0,5768400.0,4904040.0,5661072.0,5526000.0
ALCM820416MSNVBT01,Matías Alvarez Ceballos,ADMINISTRACION PORTUARIA INTEGRAL DE MAZATLAN S.A. DE C.V.,MUNICIPAL,Dirección General de Vinculación,False,22,MAESTRÍA,6.9,4.0,10.9,6.0,2.0,4596909.0,3.0,161162921.0,89702304.0,255462134.0,1887445.0,6404196.0,5747412.0,6200688.0,5345820.0,6487356.0
ALCM830716HVZCBT02,Matías Alicea Cabrera,"FONDO DE GARANTIA Y FOMENTO PARA LA AGRICULTURA, GANADERIA Y AVICULTURA",ESTATAL,Dirección General de Administración,False,A33,LICENCIATURA,5.4,5.2,10.600000000000001,3.0,1.0,435849.0,1.0,1937257.0,48970.0,2422076.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
ALCR710608HAGCRM01,Ramona Alicea Cortés,SERVICIO DE ADMINISTRACION Y ENAJENACION DE BIENES,MUNICIPAL,Dirección General de Inteligencia,False,A33,LICENCIATURA,6.7,6.8,13.5,3.0,0.0,886919.0,1.0,204545.0,17693.0,1109157.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
ALCS890020HVZMHN07,Sancho Almaraz Chacón,INSTITUTO NACIONAL DE ECOLOGÍA Y CAMBIO CLIMÁTICO,FEDERAL,Dirección General de Administración,False,M34,MAESTRÍA,6.1,6.4,12.5,4.0,0.0,1642384.0,1.0,3425179.0,882377.0,5949940.0,381000.0,1550316.0,1605852.0,1578636.0,1533516.0,1567764.0
ALCV730619MVZJSC01,Víctor Alejandro Casares,INSTITUTO NACIONAL DE INVESTIGACIONES NUCLEARES,FEDERAL,Dirección General de Administración,False,N33,LICENCIATURA,6.2,3.8,10.0,5.0,1.0,2187353.0,1.0,3514533.0,711375.0,6413261.0,311955.0,1095816.0,1165776.0,1174716.0,1284792.0,1207512.0
ALCV780501HPUMRR04,Verónica Almonte Carrasquillo,CENTRO DE INVESTIGACIONES BIOLOGICAS DEL NOROESTE S.C.,FEDERAL,Dirección General de Innovacion,False,A33,LICENCIATURA,11.2,0.0,11.2,8.0,0.0,1467454.0,1.0,668260.0,8168.0,2143882.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
ALCY831027MPUVSR02,Yaretzi Alvarado Castillo,HOSPITAL GENERAL DR. MANUEL GEA GONZALEZ,MUNICIPAL,Unidad de Transparencia,False,22,MAESTRÍA,10.8,0.0,10.8,7.0,3.0,5550750.0,2.0,152901712.0,63678291.0,222130753.0,1829305.0,7088868.0,5959980.0,6205872.0,6010116.0,6277248.0
ALDB880907HSNNLR06,Brayan Alaniz Delapaz,CFE DISTRIBUCIÓN,FEDERAL,Unidad de Vinculación,False,O32,LICENCIATURA,10.2,0.0,10.2,0.0,0.0,0.0,0.0,0.0,11611.0,11611.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
ALDE731102MDFCML05,Emilio Alicea Domínguez,SECRETARIA DEL TRABAJO Y PREVISION SOCIAL,ESTATAL,Unidad de Asuntos Jurídicos,False,J32,DOCTORADO,11.2,0.0,11.2,7.0,5.0,6558447.0,3.0,173792051.0,28556468.0,208906966.0,1876050.0,4697832.0,4684116.0,4978920.0,4572996.0,5026200.0
ALDT780203MPUNRD08,Teodoro Alonzo Duran,COMISION NACIONAL DE SEGUROS Y FIANZAS,FEDERAL,Unidad de Tecnologías de Información y Comunicaciones,False,N22,LICENCIATURA,12.4,0.0,12.4,6.0,2.0,981330.0,1.0,876018.0,24329.0,1881677.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
ALEA730716MAGVQundefined06,Ana Alvarez Esquivel,CFE GENERACIÓN III,FEDERAL,Unidad de Vinculación,False,N22,LICENCIATURA,11.6,0.0,11.6,5.0,0.0,718426.0,0.0,0.0,15295.0,733721.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
ALEI760625MDFMCS01,Inés Alemán Escamilla,CENTRO DE INVESTIGACION Y SEGURIDAD NACIONAL,ESTATAL,Dirección General de Vinculación,False,N34,LICENCIATURA,10.9,0.0,10.9,6.0,1.0,2801843.0,1.0,8391925.0,1554739.0,12748507.0,251620.0,1139088.0,1302732.0,1215444.0,1207848.0,1143828.0
ALEJ780927MDFCCL08,Julio César Alicea Escamilla,TRIBUNAL FEDERAL DE CONCILIACION Y ARBITRAJE,MUNICIPAL,Unidad de Tecnologías de Información y Comunicaciones,False,N33,ESPECIALIDAD,11.6,0.0,11.6,6.0,0.0,2296254.0,1.0,5514821.0,1072073.0,8883148.0,269985.0,1167096.0,1047912.0,1105824.0,969732.0,1022160.0
ALEL730221HVZCQS03,Luis Gabino Alicea Esquibel,CENTRO DE INVESTIGACION CIENTIFICA Y DE EDUCACION SUPERIOR DE ENSENADA B.C.,FEDERAL,Unidad de Tecnologías de Información y Comunicaciones,False,A33,LICENCIATURA,6.1,5.4,11.5,0.0,0.0,0.0,0.0,0.0,16986.0,16986.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
ALFC870303HVZMRL09,Claudio Almanza Franco,ADMINISTRACION PORTUARIA INTEGRAL DE SALINA CRUZ S.A. DE C.V.,ESTATAL,Unidad de Vinculación,False,N34,MAESTRÍA,5.8,4.0,9.8,3.0,1.0,1258500.0,1.0,7640063.0,1159487.0,10058050.0,285955.0,1187004.0,1239648.0,1157304.0,1271856.0,1218876.0
ALFL761026MPUCRS01,Luis Ángel Alicea Fierro,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,MUNICIPAL,Dirección General de Inteligencia,False,N33,LICENCIATURA,11.6,0.0,11.6,4.0,0.0,1797036.0,1.0,9503727.0,695470.0,11996233.0,216400.0,1020564.0,1101408.0,1025616.0,1112052.0,1105728.0
ALGA880212HDFTRR09,Abril Altamirano Garrido,PROCURADURIA FEDERAL DEL CONSUMIDOR,FEDERAL,Unidad de Servicios Tecnológicos,False,N34,LICENCIATURA,6.6,4.7,11.3,7.0,0.0,3364904.0,1.0,1396017.0,415121.0,5176042.0,243040.0,1285380.0,1186956.0,1221024.0,1195308.0,1253028.0
ALGC760927HPUJMR05,Carolina Alejandro Gamez,COMISION NACIONAL DE SEGUROS Y FIANZAS,MUNICIPAL,Unidad de Vinculación,False,N22,LICENCIATURA,6.5,4.5,11.0,0.0,0.0,0.0,0.0,0.0,14529.0,14529.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
ALGJ710113HDFCTS09,Jose Daniel Alicea Gaitán,NACIONAL FINANCIERA S.N.C.,ESTATAL,Dirección General de Tecnologías de Información,False,N34,LICENCIATURA,11.3,0.0,11.3,2.0,0.0,844423.0,1.0,9296328.0,1121015.0,11261766.0,271120.0,1276392.0,1222080.0,1203012.0,1327320.0,1139292.0
ALGJ780015HVZVMR07,Jorge Luis Alvarez Gamboa,INSTITUTO POLITECNICO NACIONAL,ESTATAL,Unidad de Administración,False,M34,LICENCIATURA,11.6,0.0,11.6,4.0,2.0,1627422.0,0.0,0.0,1332872.0,2960294.0,377055.0,1681224.0,1643808.0,1676496.0,1640844.0,1653144.0
ALGJ870606MPUFRL03,Julieta Alfaro Griego,PEMEX-REFINACION,ESTATAL,Unidad de Asuntos Jurídicos,False,18,ESPECIALIDAD,6.1,4.8,10.899999999999999,6.0,5.0,4835613.0,2.0,178319482.0,152376036.0,335531131.0,2022270.0,4418724.0,4782744.0,5552160.0,4412268.0,5087268.0
ALGM860901MAGMLX06,Maximiliano Almaraz Gil,CENTRO DE INVESTIGACION EN QUIMICA APLICADA,MUNICIPAL,Dirección General de Innovacion,False,O32,LICENCIATURA,6.5,4.2,10.7,2.0,0.0,462349.0,1.0,571031.0,11790.0,1045170.0,105560.0,506688.0,506688.0,506688.0,506688.0,506688.0
ALGX730422HAGFTM02,Ximena Guadalupe Alfaro Gaitán,INSTITUTO MATIAS ROMERO DE ESTUDIOS DIPLOMATICOS,FEDERAL,Dirección General de Administración,False,M34,LICENCIATURA,6.2,5.1,11.3,6.0,0.0,2535912.0,1.0,4133899.0,1035587.0,7705398.0,344720.0,1611372.0,1612128.0,1687320.0,1714836.0,1594116.0
ALHA700017HSNMR 03,Ana Victoria Almaraz Hurtado,ARCHIVO GENERAL DE LA NACION,FEDERAL,Unidad de Tecnologías de Información y Comunicaciones,False,O33,LICENCIATURA,6.0,5.8,11.8,0.0,0.0,0.0,1.0,1855572.0,29084.0,1884656.0,126855.0,608904.0,608904.0,608904.0,608904.0,608904.0
ALHA880019HDFVRX04,Alexis Alva Hurtado,SECRETARIA DE RELACIONES EXTERIORES,FEDERAL,Unidad de Servicios Tecnológicos,False,A33,LICENCIATURA,10.2,0.0,10.2,0.0,0.0,0.0,0.0,0.0,17080.0,17080.0,125000.0,600000.0,600000.0,600000.0,600000.0,600000.0
ALHM720114HSNMNR08,Marco Antonio Almonte Henríquez,PEMEX-EXPLORACION Y PRODUCCION,ESTATAL,Dirección General de Inteligencia,False,22,MAESTRÍA,5.8,4.5,10.3,6.0,2.0,2868371.0,2.0,109434056.0,47959079.0,160261506.0,2207815.0,6317724.0,5984724.0,6471540.0,7016760.0,5832504.0
ALHP760603MPUVNT03,Patricia Alvarez Henríquez,COMISION NACIONAL DEL AGUA,ESTATAL,Unidad de Vinculación,False,L32,MAESTRÍA,11.4,0.0,11.4,5.0,3.0,3667252.0,3.0,144537208.0,74033609.0,222238069.0,1744460.0,5326356.0,4819452.0,4700532.0,5053224.0,5639712.0
ALHR881111MAGNXQ09,Raquel Alonso Huixtlacatl,COMISION NACIONAL DE VIVIENDA,MUNICIPAL,Dirección General de Inteligencia,False,J32,DOCTORADO,12.4,0.0,12.4,6.0,3.0,7087157.0,3.0,252152349.0,58105077.0,317344583.0,1335900.0,5297136.0,5068128.0,5357580.0,5651784.0,5378640.0
ALHY790326HDFMRL04,Yolanda Alemán Hernández,CORPORACIÓN ÁNGELES VERDES,ESTATAL,Unidad de Vinculación,False,N22,LICENCIATURA,6.5,3.7,10.2,0.0,0.0,0.0,0.0,0.0,12238.0,12238.0,160000.0,768000.0,768000.0,768000.0,768000.0,768000.0
