"curp_funcionario","r_70-2010_LUJO_TOTAL","r_70-2010_NO LUJO_TOTAL","r_2010-2015_LUJO_TOTAL","r_2010-2015_NO LUJO_TOTAL","r_2015-2020_LUJO_TOTAL","r_2015-2020_NO LUJO_TOTAL","r_70-2010_LUJO_VALOR","r_70-2010_NO LUJO_VALOR","r_2010-2015_LUJO_VALOR","r_2010-2015_NO LUJO_VALOR","r_2015-2020_LUJO_VALOR","r_2015-2020_NO LUJO_VALOR"
"ARHM810123MDFNRR02",NA,1,NA,3,NA,NA,NA,427801,NA,1115574,NA,NA
"ARHM860227HAGMXR01",1,3,NA,1,NA,1,484983,1352077,NA,300636,NA,342522
"ARHP850013HSNÑRL09",NA,3,1,NA,NA,NA,NA,1473952,309041,NA,NA,NA
"ARIA830217MSNRZ 02",NA,NA,5,NA,1,1,NA,NA,4485759,NA,445667,514180
"ARKL750610HVZTHR05",1,5,NA,NA,NA,NA,248087,679885,NA,NA,NA,NA
"ARKR710227MSNRRM07",NA,3,NA,1,NA,NA,NA,1212993,NA,574822,NA,NA
"ARKS700308HVZSNR05",NA,NA,NA,2,NA,NA,NA,NA,NA,1029555,NA,NA
"ARLB810311HSNNRN03",NA,NA,3,1,1,1,NA,NA,2938408,528346,394723,763198
"ARLC710506HPUTMR01",NA,1,NA,4,NA,NA,NA,535737,NA,1681459,NA,NA
"ARLC860712HPURYR07",1,2,2,1,1,NA,609699,957965,3739755,608085,461303,NA
"ARLG760901MVZCRR07",1,1,2,2,NA,NA,411977,437516,455974,1163103,NA,NA
"ARLJ811124HAGGBN09",NA,NA,3,3,1,NA,NA,NA,1257125,1444243,576705,NA
"ARLJ860818MPUÑZS09",NA,3,NA,1,NA,NA,NA,1212470,NA,410962,NA,NA
"ARLL800305MDFMRS05",1,NA,5,2,NA,NA,483958,NA,4923491,1055411,NA,NA
"ARLR740506MSNNCM03",2,1,2,NA,NA,1,1796472,535066,1235193,NA,NA,507204
"ARLS801122MVZSRL05",NA,NA,2,2,NA,NA,NA,NA,2446036,1165262,NA,NA
"ARMA761001HDFRRL07",1,2,2,2,NA,1,1100000,1231898,1444580,1215374,NA,610886
"ARMB860514MSNMRN01",1,2,NA,NA,NA,NA,299520,493751,NA,NA,NA,NA
"ARMD770223HDFRYL01",NA,NA,2,2,1,3,NA,NA,2642016,1428078,784835,1549961
"ARMI780405HSNRDB08",2,1,2,3,NA,NA,820937,469305,2647817,1541306,NA,NA
"ARML750124HAGTRL05",NA,3,NA,NA,NA,NA,NA,1444157,NA,NA,NA,NA
"ARMM780615MDFRÑN02",NA,3,NA,NA,NA,NA,NA,711690,NA,NA,NA,NA
"ARMM850609MPUTLR05",1,NA,3,1,NA,1,561560,NA,4347684,388381,NA,650774
"ARMM881015HSNCNN02",1,1,1,2,NA,NA,782383,753635,3100000,1388244,NA,NA
"ARMR750719HSNNYD06",NA,5,NA,NA,NA,NA,NA,1123700,NA,NA,NA,NA
"ARMR860822MDFRRM04",3,NA,2,1,NA,NA,2140526,NA,1410359,408548,NA,NA
"ARMS780612HAGNNN03",1,NA,2,2,NA,NA,477769,NA,2798100,1213493,NA,NA
"ARNX890325HSNVRM02",1,2,NA,2,1,1,310301,1011697,NA,665936,391533,465482
"AROA760007HAGMVS05",1,4,NA,1,NA,NA,581830,2119215,NA,529874,NA,NA
"AROE801114MDFVRN09",1,1,NA,1,NA,NA,436135,539495,NA,537201,NA,NA
"AROJ780012HVZNML01",NA,2,1,NA,NA,1,NA,1097735,495664,NA,NA,335613
"AROR760903MSNRRN06",NA,3,1,1,NA,1,NA,1291828,396859,504541,NA,585547
"ARPA781120HVZRRN03",1,2,NA,NA,NA,NA,105642,431511,NA,NA,NA,NA
"ARPÁ820504HDFTDG01",1,3,NA,1,NA,1,332239,1415610,NA,326998,NA,499337
"ARPÁ890005HVZTRG07",1,1,NA,2,NA,NA,554949,548454,NA,949453,NA,NA
"ARPD840725MSNGDG08",NA,4,NA,2,NA,NA,NA,1816074,NA,836296,NA,NA
"ARPE890424MAGNRZ08",NA,3,NA,2,NA,NA,NA,1174487,NA,834332,NA,NA
"ARPG711115MSNRZR03",NA,NA,2,2,NA,NA,NA,NA,2398280,1091006,NA,NA
"ARPL720916MAGRZL04",1,1,2,4,NA,NA,1100000,612287,905923,1998132,NA,NA
"ARPL760220MDFVZS07",NA,5,NA,NA,NA,NA,NA,769557,NA,NA,NA,NA
"ARPM810720MDFNNR04",NA,1,2,2,NA,NA,NA,616052,386201,1431486,NA,NA
"ARPR780115HPUÑSB07",NA,NA,2,5,NA,NA,NA,NA,2332347,3083595,NA,NA
"ARPR840202MAGRZF05",1,3,NA,NA,NA,NA,164173,605012,NA,NA,NA,NA
"ARPT780817MSNRCR02",NA,NA,1,5,1,NA,NA,NA,4200000,2926392,422271,NA
"ARPV801005MDFRTL03",1,2,1,2,NA,NA,403447,690027,532467,947184,NA,NA
"ARQA700807HVZSNN03",1,NA,1,1,NA,2,1100000,NA,683981,595758,NA,1447069
"ARQR831119HPUSNM09",NA,2,NA,NA,NA,NA,NA,924281,NA,NA,NA,NA
"ARQV721006MPUMÑC05",1,NA,3,2,NA,NA,705487,NA,2838153,1343972,NA,NA
"ARRC860317HVZGYN01",1,NA,3,2,NA,NA,767530,NA,4423584,1079290,NA,NA
"ARRE810324HAGTSundefined02",NA,3,NA,NA,NA,NA,NA,1447542,NA,NA,NA,NA
"ARRI750307MSNVBR05",NA,3,NA,2,NA,1,NA,1244288,NA,807743,NA,454286
"ARRJ780908HDFNCS01",NA,4,NA,1,NA,NA,NA,1903405,NA,577409,NA,NA
"ARRJ840316MDFRNN09",NA,1,NA,3,NA,NA,NA,577559,NA,1293232,NA,NA
"ARRM710523HDFNLG01",NA,5,NA,NA,NA,NA,NA,2304606,NA,NA,NA,NA
"ARRM720122HSNTMR04",NA,1,NA,NA,NA,1,NA,359408,NA,NA,NA,385697
"ARRM810615MAGÑYN07",NA,1,2,3,NA,NA,NA,469067,2467116,1595934,NA,NA
"ARSB850303MPURLR02",NA,2,NA,2,NA,1,NA,688628,NA,956653,NA,572412
"ARSD880308MPUTSB06",NA,2,NA,1,NA,NA,NA,920560,NA,362765,NA,NA
"ARSE770412MPULRL05",NA,3,1,NA,NA,NA,NA,1627883,332541,NA,NA,NA
"ARSF701020MDFLNR08",NA,1,NA,1,NA,NA,NA,484768,NA,561714,NA,NA
"ARSR741024HPURNB04",NA,3,NA,1,NA,NA,NA,1159498,NA,499866,NA,NA
"ARSS830711MSNSRL07",NA,3,4,NA,NA,1,NA,2005080,3783143,NA,NA,382561
"ARSZ771113HSNNRundefined06",2,1,NA,2,NA,NA,1011897,544005,NA,966521,NA,NA
"ARTC790212MDFVRN04",NA,2,NA,2,NA,NA,NA,833527,NA,757758,NA,NA
"ARTE740722MDFLRL05",1,4,NA,NA,NA,NA,498731,1680582,NA,NA,NA,NA
"ARTE761105HVZMLL08",NA,4,NA,NA,NA,NA,NA,1063358,NA,NA,NA,NA
"ARTR780523HPURJB09",NA,NA,4,1,1,1,NA,NA,3589227,390957,512097,626022
"ARVA820721HPURLJ01",1,5,NA,NA,NA,NA,462561,1872241,NA,NA,NA,NA
"ARVD740824MSNTSG09",1,1,2,2,NA,1,674915,722339,4798982,1089910,NA,483992
"ARVD750425MDFNGN01",NA,4,NA,1,NA,NA,NA,1688448,NA,380610,NA,NA
"ARVI710607HDFMRN05",NA,2,NA,3,NA,NA,NA,734071,NA,1487820,NA,NA
"ARVM710003MVZGLR08",NA,3,NA,NA,NA,NA,NA,1246012,NA,NA,NA,NA
"ARZC821016MAGCMR09",NA,1,NA,1,NA,1,NA,474033,NA,574517,NA,478511
"ARZD891104MDFÑPL07",1,5,NA,1,NA,NA,460709,2360214,NA,461777,NA,NA
"ARZJ870621HAGGMR02",NA,1,2,2,NA,1,NA,423025,749477,951834,NA,406229
"ARZY750017HDFMML03",NA,6,NA,NA,NA,NA,NA,1413539,NA,NA,NA,NA
"ATCD860124MPUNNL06",1,NA,1,2,NA,NA,1100000,NA,695095,1259919,NA,NA
"ATCP710223HVZNZD01",2,NA,1,2,2,NA,1566439,NA,723654,1589838,1295496,NA
"ATHG750718HSNNRD08",NA,2,1,1,NA,NA,NA,705216,321740,514718,NA,NA
"ATOC710706HSNNTR04",NA,1,NA,2,NA,NA,NA,472887,NA,1076486,NA,NA
"ATRR720213HSNNMM04",NA,4,NA,1,NA,NA,NA,2156079,NA,318372,NA,NA
"ATVE870920HDFNLL09",NA,2,NA,1,1,NA,NA,955538,NA,558831,447682,NA
"ÁVAM890418HPULTL06",NA,NA,3,4,1,NA,NA,NA,5418026,2476448,583832,NA
"ÁVCE880106HPULSN08",1,3,1,1,NA,NA,437552,1158900,416311,361428,NA,NA
"AVDA780002HVZLLJ09",1,1,3,2,NA,2,1100000,545000,1641980,1496787,NA,1165207
"ÁVDE880307HPULML08",NA,1,3,2,1,NA,NA,428228,1239007,1417969,754250,NA
"AVGI860807HVZLVB02",NA,2,1,2,NA,NA,NA,967325,530287,829774,NA,NA
"AVGM790717MDFLRT01",2,1,NA,1,NA,NA,1031807,363869,NA,444502,NA,NA
"AVKF710314MPULNR03",NA,NA,3,3,NA,1,NA,NA,1020465,1968707,NA,722104
"ÁVLJ831011MDFLRN06",NA,NA,2,3,NA,1,NA,NA,2106934,2055189,NA,464457
"ÁVLL850125HSNLPR07",1,1,NA,4,1,NA,1100000,796578,NA,2153374,567511,NA
"ÁVMC820920MSNLRL05",NA,3,NA,1,NA,NA,NA,1194060,NA,568174,NA,NA
"ÁVMH710807HPULYR02",NA,2,NA,2,NA,NA,NA,703791,NA,892105,NA,NA
"ÁVML810312HVZLRT07",NA,2,NA,2,NA,1,NA,1009431,NA,721944,NA,346567
"ÁVPJ880811MSNLRS08",NA,1,1,3,1,1,NA,768073,2e+06,1715008,669679,752597
"ÁVPS740718MSNLRN08",2,2,NA,NA,NA,NA,353697,631043,NA,NA,NA,NA
"AVVA770210MPULLT08",NA,NA,3,1,NA,NA,NA,NA,4260775,702474,NA,NA
"ÁVVE760127MDFLLT04",NA,NA,1,3,NA,NA,NA,NA,1700000,1785650,NA,NA
"AYBJ780316MSNLLS08",NA,1,1,2,NA,NA,NA,314345,308700,935203,NA,NA
"AYBN890625HVZLRC05",NA,5,NA,NA,NA,NA,NA,1116263,NA,NA,NA,NA
"AYCA841003HVZLR 09",NA,5,NA,NA,NA,NA,NA,570328,NA,NA,NA,NA
"AYCS800816HDFLSR02",NA,NA,3,2,NA,1,NA,NA,4468583,974932,NA,691430
"AYRA821116MSNLYJ08",NA,2,NA,1,NA,NA,NA,1017842,NA,462680,NA,NA
"AYRK870803HVZLDM08",1,NA,5,1,NA,NA,754326,NA,4810568,662249,NA,NA
"AYRM840117MPULVR02",1,4,NA,NA,NA,NA,157286,1058938,NA,NA,NA,NA
"BAAB740521HDFLRT03",NA,2,NA,NA,NA,NA,NA,495784,NA,NA,NA,NA
"BÁAB880701HSNZYR05",NA,2,3,NA,NA,NA,NA,1233736,5276198,NA,NA,NA
"BAAC720723MVZLRR06",NA,NA,3,3,NA,NA,NA,NA,4298721,1673529,NA,NA
"BAAC721010MAGRYS03",NA,1,3,2,NA,NA,NA,666468,3985080,1009848,NA,NA
"BAAE850527HVZZRR09",1,NA,2,3,NA,NA,474658,NA,3681491,1707503,NA,NA
"BAAF861001MVZRGR03",1,NA,3,3,NA,NA,535467,NA,958577,1715707,NA,NA
"BÁAG760210MVZZLR02",1,3,NA,1,NA,NA,482829,1379247,NA,589111,NA,NA
"BAAJ750003MAGRYS03",NA,1,3,1,NA,NA,NA,474211,2806958,676391,NA,NA
"BAAJ821126HPURMN09",NA,2,NA,2,NA,NA,NA,788229,NA,907255,NA,NA
"BAAL860914HVZRVR07",NA,3,1,NA,NA,NA,NA,1192101,484931,NA,NA,NA
"BAAM760514HPURCR05",NA,NA,4,3,NA,NA,NA,NA,1836691,1979869,NA,NA
"BAAN791126HPUTRT09",2,1,1,1,NA,1,1609973,734044,509682,790966,NA,582538
"BAAN820207MPUCYC08",1,3,NA,1,NA,NA,336378,1261268,NA,360046,NA,NA
"BAAP701024MAGRMT09",NA,6,NA,NA,NA,NA,NA,2233030,NA,NA,NA,NA
"BAAR880220HPURLS05",NA,5,NA,NA,NA,NA,NA,831887,NA,NA,NA,NA
"BAAV700414HVZÑMC09",NA,NA,2,2,NA,2,NA,NA,2189709,1450874,NA,1409192
"BABA890405HSNNRS09",1,4,NA,NA,NA,NA,543159,1736771,NA,NA,NA,NA
"BABC890207HVZRZR03",NA,NA,1,2,1,1,NA,NA,2e+06,1192971,758800,776262
"BABC890826MDFRLL07",NA,3,NA,NA,NA,NA,NA,1363632,NA,NA,NA,NA
"BÁBF700918HVZZLR04",NA,NA,2,2,1,NA,NA,NA,420313,1440594,436851,NA
"BABF880301HSNDRD01",NA,NA,5,1,NA,1,NA,NA,6022083,723438,NA,483380
"BABJ780601MSNRNR06",1,2,NA,2,NA,NA,548437,736805,NA,953300,NA,NA
"BABM880107MSNHNR03",NA,4,NA,NA,NA,NA,NA,867596,NA,NA,NA,NA
"BABM890019HVZRRR05",NA,4,NA,NA,NA,NA,NA,698616,NA,NA,NA,NA
"BABN770903HVZLRC09",2,2,NA,NA,NA,NA,496637,528141,NA,NA,NA,NA
"BACA870105MPURRT08",1,NA,2,4,2,NA,1100000,NA,888417,2478481,847820,NA
"BACC700324MSNRTR09",NA,2,NA,NA,NA,1,NA,921899,NA,NA,NA,584117
"BACE740822HVZRBT09",NA,4,NA,1,NA,NA,NA,1917580,NA,575922,NA,NA
"BACM760518MSNRNR07",1,2,NA,1,NA,NA,320613,692606,NA,439004,NA,NA
"BACM760718MPURLG08",NA,5,NA,NA,NA,NA,NA,1031233,NA,NA,NA,NA
"BACM761112HAGHTG05",NA,4,NA,NA,NA,NA,NA,933937,NA,NA,NA,NA
"BACM871115MVZRNR06",2,NA,3,3,NA,1,1027102,NA,3321651,1676386,NA,659446
"BADC810711MVZC L07",NA,1,2,3,1,NA,NA,623554,403304,1625489,695118,NA
"BADI720117MVZCLR07",NA,NA,3,5,NA,NA,NA,NA,1091603,2929016,NA,NA
"BADM811111HPURZR04",NA,2,NA,2,NA,1,NA,881022,NA,838340,NA,344857
"BAEA700511HDFRCT05",NA,2,NA,1,NA,1,NA,701219,NA,561407,NA,436038
"BAEE861118HDFRPM06",1,4,NA,NA,NA,NA,176611,748993,NA,NA,NA,NA
"BAEJ880313HPURZS03",NA,NA,2,3,NA,1,NA,NA,2485027,1862174,NA,540938
"BAET811013HDFRZD02",NA,2,NA,NA,NA,1,NA,935499,NA,NA,NA,392212
"BAFA801007MVZRN 08",1,3,NA,NA,NA,NA,228350,405050,NA,NA,NA,NA
"BÁFG720010MPUZNR07",NA,4,NA,1,NA,NA,NA,1688142,NA,403494,NA,NA
"BAFG821027MVZLLD09",NA,NA,3,3,NA,NA,NA,NA,3223021,1935418,NA,NA
"BÁFM820125HPUZRR07",1,5,NA,1,NA,NA,431968,2124039,NA,449108,NA,NA
"BAGC720004HVZRRM03",NA,NA,2,3,NA,NA,NA,NA,2302565,1276649,NA,NA
"BAGE810827HSNCLM05",1,2,NA,1,NA,1,342806,786509,NA,595265,NA,365792
"BAGI740427MAGRRR08",NA,2,NA,2,NA,NA,NA,908422,NA,1116707,NA,NA
"BAGM880220MVZNRR01",2,3,NA,NA,NA,NA,305513,840450,NA,NA,NA,NA
"BAGS801010HSNZML04",NA,1,NA,1,NA,1,NA,569653,NA,337237,NA,522044
"BAGT811119HAGRLM08",1,5,NA,NA,NA,NA,330785,2006048,NA,NA,NA,NA
"BAHN850905MVZRNC06",NA,NA,3,3,NA,NA,NA,NA,3127266,1911629,NA,NA
"BAIY730606HSNÑLL04",NA,2,NA,NA,NA,NA,NA,294758,NA,NA,NA,NA
"BAJJ790402HVZRRZ03",NA,1,NA,2,NA,1,NA,427766,NA,1011753,NA,441530
"BAKC860801HPUTNR09",NA,4,NA,NA,NA,NA,NA,1100941,NA,NA,NA,NA
"BAKJ721011MVZRNM03",NA,3,NA,NA,NA,NA,NA,268074,NA,NA,NA,NA
"BAKJ750203HAGÑYM05",NA,NA,4,4,NA,NA,NA,NA,1661146,2111452,NA,NA
"BALÁ800306MVZLRG03",NA,3,NA,NA,NA,NA,NA,630473,NA,NA,NA,NA
"BALC731126HSNTZL08",NA,4,NA,NA,NA,NA,NA,661567,NA,NA,NA,NA
"BALF770220HPUÑNL02",NA,NA,2,4,1,NA,NA,NA,2723761,2427006,544774,NA
"BÁLJ781105MDFZYM03",NA,4,NA,1,NA,NA,NA,1911391,NA,417436,NA,NA
"BALJ790308MSNHRN08",1,2,1,1,NA,NA,349683,658565,454351,389130,NA,NA
"BALJ810805HSNLMS07",1,2,NA,4,NA,1,1100000,1393111,NA,2298376,NA,596953
"BALR740415HVZCNB05",NA,1,NA,1,NA,NA,NA,560842,NA,569871,NA,NA
"BÁMA750509HAGZTL04",NA,1,2,4,NA,1,NA,605728,3586230,2653275,NA,480930
"BAMA750913HVZLN 01",1,NA,2,1,1,1,538550,NA,3880721,407655,616513,436085
"BAMA790414MAGRNF04",NA,3,NA,1,NA,NA,NA,1265902,NA,445554,NA,NA
"BAMC810803HAGRRC04",NA,3,1,NA,NA,1,NA,1483059,542205,NA,NA,438165
"BAME850416HPUZSL09",NA,5,NA,NA,NA,NA,NA,1365087,NA,NA,NA,NA
"BAMG830108HAGLRS08",1,5,NA,NA,NA,NA,247047,549019,NA,NA,NA,NA
"BAMG850003MSNÑNR09",1,1,NA,NA,NA,NA,225460,46229,NA,NA,NA,NA
"BAMO780422HVZTLV01",NA,1,NA,3,NA,NA,NA,426201,NA,1348265,NA,NA
"BAMS820821MVZTNN09",NA,NA,NA,2,NA,NA,NA,NA,NA,983335,NA,NA
"BANÁ891102MSNRRG03",NA,5,NA,NA,NA,NA,NA,2144823,NA,NA,NA,NA
"BANC740101HVZZGL09",NA,5,NA,NA,NA,NA,NA,1102992,NA,NA,NA,NA
"BANM820324MDFHÑR05",NA,NA,NA,1,NA,NA,NA,NA,NA,470132,NA,NA
"BAÑM830212HAGRÑR01",1,3,NA,1,NA,1,550701,1271367,NA,450467,NA,584884
"BANS711106MDFRZR05",2,NA,3,2,NA,NA,1685673,NA,2107909,1154297,NA,NA
"BANV701026MDFTZL04",NA,3,1,1,NA,NA,NA,1198357,563266,550962,NA,NA
"BAOE791010MDFRTP04",1,2,NA,1,NA,NA,397177,903547,NA,454833,NA,NA
"BAON811009MPULVT05",NA,4,NA,1,NA,1,NA,1671589,NA,596187,NA,307117
"BAOR770207HDFTTF02",1,2,1,NA,NA,NA,448937,770567,405562,NA,NA,NA
"BAOV820518HAGRDL01",NA,1,NA,1,NA,NA,NA,367425,NA,554616,NA,NA
"BAPE850725MSNNLundefined05",NA,4,NA,NA,NA,NA,NA,752471,NA,NA,NA,NA
"BAPJ810609MAGTDS07",NA,NA,5,2,NA,NA,NA,NA,2440655,1482039,NA,NA
"BAPJ860917MPUTRS03",NA,1,1,3,NA,NA,NA,321890,330806,1271693,NA,NA
"BAQD790824MDFLZG06",NA,2,1,2,1,NA,NA,1187242,2e+06,1247702,584284,NA
"BAQJ720710HDFZRS04",NA,NA,3,2,NA,1,NA,NA,3029124,1203999,NA,659015
"BAQJ840621MSNRÑR04",1,1,1,2,1,1,1100000,786683,417492,1364318,663771,382268
"BAQJ861124HAGÑRS08",NA,1,NA,3,NA,NA,NA,456483,NA,1295712,NA,NA
"BARB760118HDFRLN07",2,NA,NA,2,NA,NA,1120833,NA,NA,737428,NA,NA
"BARV890905MAGCYC03",NA,NA,3,2,NA,2,NA,NA,2641845,793782,NA,1378904
"BASA870609HAGHLJ02",NA,2,NA,1,1,NA,NA,910606,NA,387849,341590,NA
"BASC710910HSNDSR01",NA,3,NA,NA,NA,NA,NA,1313246,NA,NA,NA,NA
"BASE850306HPUÑMN09",NA,NA,4,2,NA,1,NA,NA,3768906,1266893,NA,632738
"BASG780518MPUHLL08",1,NA,2,1,1,2,610916,NA,3792542,488781,419998,1257213
"BASG890816HPUNLN07",1,NA,2,1,NA,2,1100000,NA,1022906,765227,NA,842684
"BASJ800915HDFLNS06",NA,2,NA,2,NA,NA,NA,766358,NA,1027191,NA,NA
"BASR700501MAGRLC01",1,6,NA,NA,NA,NA,308381,1294723,NA,NA,NA,NA
"BÁSR710202MDFZNM09",1,5,NA,NA,NA,NA,102984,725648,NA,NA,NA,NA
"BASR740821MAGDNM03",NA,2,NA,NA,NA,NA,NA,802288,NA,NA,NA,NA
"BATC850018HDFRRR05",NA,1,1,3,NA,NA,NA,427677,3100000,1441192,NA,NA
"BATE730105MVZDLZ07",NA,1,2,4,1,NA,NA,516210,3744875,2400765,627718,NA
"BATL870403MDFRLZ05",NA,NA,1,1,1,1,NA,NA,3100000,635715,563941,412715
"BATS810204HSNRJL09",NA,1,2,3,NA,NA,NA,634331,2254932,2019421,NA,NA
"BAUE860405MSNRBP04",1,NA,3,2,NA,NA,758363,NA,849518,807113,NA,NA
"BAVA720105MSNNRD04",1,3,NA,NA,NA,NA,592920,1352175,NA,NA,NA,NA
"BAVA810424HAGRLC08",NA,NA,2,5,NA,NA,NA,NA,2556251,3230323,NA,NA
"BAVA850026MDFLLM02",NA,1,1,1,1,NA,NA,540379,572436,594286,582020,NA
"BAVB790502HVZLLN09",NA,3,NA,1,NA,1,NA,1386529,NA,434680,NA,547573
"BAVB790903MVZRLR01",NA,1,3,4,NA,NA,NA,756071,3204332,2391585,NA,NA
"BAVB860220HVZTLR05",NA,NA,5,2,NA,1,NA,NA,6538045,1152905,NA,688609
"BAVE751016HAGRLT08",NA,4,NA,3,NA,NA,NA,1481623,NA,988322,NA,NA
"BÁVE820217HVZZLS07",1,3,NA,NA,NA,NA,572615,1618525,NA,NA,NA,NA
"BAVG860501MDFRRD03",1,NA,4,1,NA,1,1100000,NA,2159510,768396,NA,623213
"BAVL850725HDFNLR08",NA,1,2,1,NA,1,NA,767428,2341391,532248,NA,701277
"BÁVM810619MSNZLY01",NA,1,3,2,NA,2,NA,517512,5455321,1175808,NA,967968
"BAVN800118MPUNLC01",NA,1,1,2,NA,NA,NA,406659,3100000,1340946,NA,NA
"BAVP720114MAGRGL02",NA,4,NA,2,NA,NA,NA,1733637,NA,1071953,NA,NA
"BAVP810501MAGRLL07",NA,2,3,1,2,NA,NA,1056871,5449202,729322,964547,NA
"BAVP840008MDFRLT08",NA,4,NA,NA,NA,NA,NA,668276,NA,NA,NA,NA
"BAVZ700705HDFLRundefined02",NA,NA,3,1,1,NA,NA,NA,1188917,603804,388444,NA
"BAYG780824HVZNNB01",NA,NA,1,3,1,1,NA,NA,4200000,1666279,691057,646389
"BAZH781026HAGRMM09",NA,3,1,2,NA,NA,NA,1310794,537369,848524,NA,NA
"BÁZM700719HVZZPR07",1,NA,3,1,NA,1,1100000,NA,1842608,462438,NA,545708
"BEAD801009HDFNGV08",1,1,NA,1,NA,NA,407681,333863,NA,380299,NA,NA
"BEAI890518HDFCRB09",1,2,NA,NA,NA,NA,432117,936149,NA,NA,NA,NA
"BEBP710927HDFNRB04",2,NA,3,3,NA,NA,1426186,NA,1556323,2020089,NA,NA
"BECA730006HDFLSD05",1,NA,1,2,NA,NA,442233,NA,0,956454,NA,NA
"BECB870327MSNNRR09",NA,NA,3,3,1,NA,NA,NA,4501311,1754118,441669,NA
"BECE870604HDFRRN02",1,6,NA,NA,NA,NA,42307,1139537,NA,NA,NA,NA
"BECJ790509MPULNZ09",NA,2,NA,1,NA,2,NA,906070,NA,521126,NA,968327
"BECM780227MSNCNR07",NA,4,NA,1,NA,NA,NA,1596171,NA,327793,NA,NA
"BEDR860306MVZRMS05",NA,4,1,NA,NA,NA,NA,1841988,359386,NA,NA,NA
"BEEA710908HVZNZL03",NA,1,3,3,NA,1,NA,663167,3123841,1854535,NA,483319
"BEFT840815MPUNRD07",1,NA,2,3,NA,NA,399967,NA,4622169,2245118,NA,NA
"BEGB800410HVZNDL05",1,2,NA,NA,NA,NA,46969,406436,NA,NA,NA,NA
"BEGM820925MDFRRL06",NA,3,NA,1,NA,NA,NA,1280281,NA,588649,NA,NA
"BEHF880702HVZCXL04",NA,5,NA,NA,NA,NA,NA,2305373,NA,NA,NA,NA
"BEHM780926MPURRR04",NA,4,NA,NA,NA,NA,NA,1079974,NA,NA,NA,NA
"BEIE810002MSNCZL03",1,3,NA,1,NA,1,518470,1484833,NA,416460,NA,452201
"BEJL810419MSNNMC06",1,3,NA,3,NA,NA,303520,1236534,NA,1472447,NA,NA
"BEKE800115MPUCNS09",1,1,3,2,NA,NA,770218,463810,3327265,886322,NA,NA
"BEKH820124HDFLHG03",NA,NA,3,2,NA,1,NA,NA,3103279,1313737,NA,415566
"BEKI850609MPUNNB03",NA,NA,3,2,NA,NA,NA,NA,1351956,1189030,NA,NA
"BEKS810704HVZLNN01",1,1,3,3,NA,1,383032,444264,1497344,1734566,NA,743883
"BELM880620MSNNLN07",NA,NA,1,3,NA,3,NA,NA,4200000,1634640,NA,1820492
"BEMA790704MDFNLM02",NA,NA,2,3,NA,1,NA,NA,777578,1888451,NA,419693
"BEMA850701MDFNNM08",NA,3,NA,NA,NA,NA,NA,451266,NA,NA,NA,NA
"BEMC780802HVZNDL03",NA,1,4,NA,NA,1,NA,730328,4919894,NA,NA,525145
"BEME860117HVZCNL08",NA,NA,4,1,NA,1,NA,NA,1653236,669305,NA,661788
"BEMR740608HPULRM06",NA,3,NA,1,NA,NA,NA,1526033,NA,478990,NA,NA
"BEMS790625HPUNRL08",NA,NA,3,2,NA,NA,NA,NA,887148,919390,NA,NA
"BEMV740026HDFCRC03",1,NA,1,2,NA,NA,1100000,NA,482642,1337504,NA,NA
"BÉOJ700412MAGTRN09",2,3,NA,1,NA,1,871745,1060693,NA,324030,NA,453555
"BEOM810208HAGRMR07",NA,3,NA,1,NA,NA,NA,1473888,NA,503585,NA,NA
"BEOM840314HDFRSR07",2,2,NA,1,NA,NA,900488,1030602,NA,434687,NA,NA
"BEPB820808HSNNRT06",1,4,NA,NA,NA,NA,576801,1796671,NA,NA,NA,NA
"BÉPC820425MSNTDL09",NA,3,NA,1,NA,1,NA,1286790,NA,331488,NA,358955
"BEPF800614HDFRRR05",NA,3,2,1,NA,NA,NA,1178792,1087205,531441,NA,NA
"BEQM790313HVZLNR01",1,1,2,4,NA,NA,440561,674870,4983197,2664771,NA,NA
"BEQR830016MAGCÑN09",1,5,NA,NA,NA,NA,436412,2477941,NA,NA,NA,NA
"BERB700506HPUNMN01",NA,4,NA,NA,NA,NA,NA,1841494,NA,NA,NA,NA
"BÉRC800418MPUTDR04",NA,NA,1,2,NA,NA,NA,NA,2e+06,1107331,NA,NA
"BERN850106MSNLVT04",1,NA,2,2,1,1,779691,NA,3483376,959430,783173,629795
"BESA850813HSNNLN01",NA,NA,1,3,NA,NA,NA,NA,1700000,1994121,NA,NA
"BÉSM760814MSNTSR04",NA,3,NA,2,NA,NA,NA,1284355,NA,791609,NA,NA
"BETA840022HPUNR 07",1,NA,3,1,NA,1,413895,NA,4446149,466687,NA,416577
"BETF780902HSNRRR08",NA,NA,3,3,NA,NA,NA,NA,5533777,2006655,NA,NA
"BEVM760617HDFRLR01",NA,4,NA,NA,NA,1,NA,1790267,NA,NA,NA,412538
"BEVS760926MDFRLS08",NA,NA,2,2,NA,1,NA,NA,639163,1210405,NA,411772
"BÉXA800007HSNTCG05",NA,2,NA,1,NA,1,NA,873174,NA,522526,NA,302044
"BEZI750314MAGRPR01",1,NA,3,4,NA,1,746853,NA,2659508,2641294,NA,613254
"BLAM840018MVZLNR03",NA,1,1,3,NA,NA,NA,307932,370641,1406066,NA,NA
