curp_funcionario,tipoOperacion,titular,porcentajePropiedad,formaPago,valorAdquisicion,fechaAdquisicion,datoIdentificacion,valorConformeA,tipoInmueble.clave,tipoInmueble.valor,superficieTerreno.valor,superficieTerreno.unidad,superficieConstruccion.valor,superficieConstruccion.unidad,formaAdquisicion.clave,formaAdquisicion.valor,domicilioMexico.calle,domicilioMexico.numeroExterior,domicilioMexico.numeroInterior,domicilioMexico.coloniaLocalidad,domicilioMexico.municipioAlcaldia.clave,domicilioMexico.municipioAlcaldia.valor,domicilioMexico.entidadFederativa.clave,domicilioMexico.entidadFederativa.valor,domicilioMexico.codigoPostal,tipo.clave,tipo.valor,tercero,transmisor,valorAdquisicion.valor,valorAdquisicion.moneda,domicilioExtranjero.calle,domicilioExtranjero.numeroExterior,domicilioExtranjero.numeroInterior,domicilioExtranjero.ciudadLocalidad,domicilioExtranjero.estadoProvincia,domicilioExtranjero.pais,domicilioExtranjero.codigoPostal,motivoBaja.clave,motivoBaja.valor
ACSE870702MAGVRundefined01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,93325884.0,1989-10-23T00:05:09.289Z,0dfeef7a-1dff-4dc0-81ec-f2a16db3b27b,ESCRITURA PÚBLICA,CASA,CASA,373.0,m2,344.0,m2,CPV,COMPRAVENTA,Patricia Pasaje,1131,,Miguel Hidalgo,004,Tijuana,02,Baja California,21106,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
ACSE870702MAGVRundefined01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,11706030.0,1972-09-18T00:49:23.711Z,70ea2dd0-065b-413e-a186-01b7b92a5432,ESCRITURA PÚBLICA,CASA,CASA,255.0,m2,122.0,m2,CPV,COMPRAVENTA,Trejo Ronda,1261,,Granjas,022,Tetela del Volcán,17,Morelos,62638,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
ACTJ871012MAGVVS01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,2608885.0,1976-08-21T09:12:30.340Z,aa18043a-7c20-4de4-8617-4498c3532ac4,ESCRITURA PÚBLICA,CASA,CASA,148.0,m2,84.0,m2,CPV,COMPRAVENTA,Granados Bloque,436,,Miguel Hidalgo,004,Coquimatlán,06,Colima,28796,BODG,BODEGA,,,,,,,,,,,,,
ACVE800525MDFÑRL04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,4477385.0,2000-09-29T11:33:28.045Z,449b4f09-0122-478f-b67c-e02c672d5443,ESCRITURA PÚBLICA,CASA,CASA,117.0,m2,105.0,m2,CPV,COMPRAVENTA,Salvador Arrabal,287,,Ejercito Nacional,004,Concordia,25,Sinaloa,80753,BODG,BODEGA,,,,,,,,,,,,,
ADAJ870425HAGMML03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,75523845.0,1970-06-12T00:00:05.534Z,25b4f44f-a7f5-4e05-a4eb-5f14c0cda94f,ESCRITURA PÚBLICA,CASA,CASA,324.0,m2,208.0,m2,CPV,COMPRAVENTA,Sisneros Cuesta,749,,Venustiano Carranza,004,Benito Juárez,32,Zacatecas,98974,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
ADAJ870425HAGMML03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,122846202.0,1997-08-01T15:14:04.996Z,8414c021-6c30-47c2-8810-4b9c0b50bb33,ESCRITURA PÚBLICA,CASA,CASA,5751.0,m2,3203.0,m2,DNC,DONACIÓN,Mariano Parcela,1672,,Chapultepec,022,Charo,16,Michoacán de Ocampo,58332,BODG,BODEGA,,,,,,,,,,,,,
ADAJ870425HAGMML03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,70721807.0,1989-04-08T00:56:06.885Z,c3ff8ddf-42e6-4383-8246-72b945ffed00,ESCRITURA PÚBLICA,CASA,CASA,6133.0,m2,2053.0,m2,CPV,COMPRAVENTA,Xairo Belmonte Entrada,1449,,Emiliano Zapata,006,Ahuacatlán,21,Puebla,72913,TERR,TERRENO,,,,,,,,,,,,,
ADCA841108MSNMDD06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,1388765.0,1997-05-23T15:01:19.151Z,3087461d-671d-49e5-8ff9-a1664adf9b4b,ESCRITURA PÚBLICA,CASA,CASA,100.0,m2,88.0,m2,HRN,HERENCIA,Delrío Grupo,224,,San pedro,001,Acaponeta,18,Nayarit,63672,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
ADCL860208HSNMLS05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,112045376.0,1996-11-06T03:38:00.561Z,9ec74d5d-48aa-4969-8abd-2f28344e8b57,ESCRITURA PÚBLICA,CASA,CASA,6333.0,m2,2413.0,m2,CPV,COMPRAVENTA,Rosales Manzana,982,,Anahuac,102,Valladolid,31,Yucatán,97933,EDIF,EDIFICIO,,,,,,,,,,,,,
ADCL860208HSNMLS05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,71687863.0,2009-06-10T02:04:14.069Z,0de06afe-d147-4ded-9088-6ca425e639fd,ESCRITURA PÚBLICA,CASA,CASA,313.0,m2,173.0,m2,CPV,COMPRAVENTA,Kara Huerta,889,,Roma,018,Cusihuiriachi,08,Chihuahua,31963,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
ADCL860208HSNMLS05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,73935434.0,2004-10-01T07:00:34.584Z,acf24de3-b8b6-4fd5-a085-c22cce7dfbb8,ESCRITURA PÚBLICA,CASA,CASA,6278.0,m2,3642.0,m2,CPV,COMPRAVENTA,Espinal Subida,701,,Marina Nacional,008,Los Cabos,03,Baja California Sur,23889,TERR,TERRENO,,,,,,,,,,,,,
ADCV790819HAGRRN04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,29659090.0,2004-07-27T04:55:52.668Z,18247d6c-c335-442d-8808-0c8e1e62fb26,ESCRITURA PÚBLICA,CASA,CASA,235.0,m2,157.0,m2,CPV,COMPRAVENTA,Cedillo Arrabal,6,,Ignacio Zaragoza,021,Peñón Blanco,10,Durango,34865,CASA,CASA,,,,,,,,,,,,,
ADCV790819HAGRRN04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,135154322.0,1970-01-18T13:04:20.044Z,d9655b0b-1d24-4a9a-96f2-ec9ab2e54e49,ESCRITURA PÚBLICA,CASA,CASA,4735.0,m2,2906.0,m2,CPV,COMPRAVENTA,Franco Bajada,1597,,Ejercito Nacional,538,Sitio de Xitlapehua,20,Oaxaca,68726,TERR,TERRENO,,,,,,,,,,,,,
ADCV790819HAGRRN04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,75573706.0,1973-04-16T15:57:30.866Z,cb59592d-3b7f-4b35-9d4f-829625acd6bf,ESCRITURA PÚBLICA,CASA,CASA,219.0,m2,217.0,m2,CPV,COMPRAVENTA,Yolanda Masía,818,,Emiliano Zapata,007,Rincón de Romos,01,Aguascalientes,20479,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
ADDM820216MVZRLR09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,726204.0,1994-04-02T05:01:22.145Z,584787d0-d122-42c5-b9f3-ae8013efed29,ESCRITURA PÚBLICA,CASA,CASA,128.0,m2,65.0,m2,CSN,CESIÓN,Razo Masía,1680,,San pedro,014,Paraíso,27,Tabasco,86305,CASA,CASA,,,,,,,,,,,,,
ADHB830001MVZMXR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,4734386.0,1972-12-18T08:44:47.626Z,64b84c33-a927-4ccf-8c3f-f66c2c55a246,ESCRITURA PÚBLICA,CASA,CASA,161.0,m2,131.0,m2,CPV,COMPRAVENTA,Fernando Pasaje,1579,,Ejercito Nacional,005,Jesús María,01,Aguascalientes,20842,CASA,CASA,,,,,,,,,,,,,
ADJI750913MSNMMN08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,135305791.0,1984-01-04T09:48:36.284Z,bbf39bdc-7cff-4448-8d9c-003777965a91,ESCRITURA PÚBLICA,CASA,CASA,4730.0,m2,3173.0,m2,CPV,COMPRAVENTA,Rivero Subida,1682,,Lomas de becerra,013,Atizapán de Zaragoza,15,México,50382,BODG,BODEGA,,,,,,,,,,,,,
ADJI750913MSNMMN08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,63163967.0,1978-03-17T02:05:11.569Z,8d505897-0ae3-4e50-8c6f-1ed0263aa04c,ESCRITURA PÚBLICA,CASA,CASA,457.0,m2,231.0,m2,CPV,COMPRAVENTA,Ponce Mercado,1503,,Ignacio Zaragoza,113,San Gabriel,14,Jalisco,44952,CASA,CASA,,,,,,,,,,,,,
ADJI750913MSNMMN08,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,69093129.0,1973-12-31T16:56:59.807Z,7c35f229-3d6b-436f-8330-ab1cf54df3f3,ESCRITURA PÚBLICA,CASA,CASA,2164.0,m2,2019.0,m2,PRM,PERMUTA,Zamarreno Colegio,1690,,Roma,038,Tampico,28,Tamaulipas,87783,EDIF,EDIFICIO,,,,,,,,,,,,,
ADKP840010HDFRRT05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,5882617.0,2008-02-06T02:54:54.326Z,18e0a008-e090-4e3b-9eda-e2336c01272c,ESCRITURA PÚBLICA,CASA,CASA,174.0,m2,83.0,m2,HRN,HERENCIA,Kamal Apartamento,128,,Justo Sierra,011,Candelaria,04,Campeche,24183,CASA,CASA,,,,,,,,,,,,,
ADLE700123MVZMPS03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,59777094.0,1975-04-30T20:25:38.042Z,cf227f36-4e59-40db-9a49-923ceaf9a411,ESCRITURA PÚBLICA,CASA,CASA,4893.0,m2,4582.0,m2,CPV,COMPRAVENTA,Clara Quinta,1209,,Roma,042,Los Ramones,19,Nuevo León,64559,TERR,TERRENO,,,,,,,,,,,,,
ADLE700123MVZMPS03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,33083141.0,2007-06-20T01:47:04.730Z,997026f1-12f4-4545-af74-d9caee9b9387,ESCRITURA PÚBLICA,CASA,CASA,462.0,m2,317.0,m2,CPV,COMPRAVENTA,Garay Lado,389,,San pedro,020,Bahía de Banderas,18,Nayarit,63689,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
ADLE700123MVZMPS03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,72592535.0,1980-05-21T18:39:16.806Z,ff80dded-7685-4e9e-b6e2-83c477320267,ESCRITURA PÚBLICA,CASA,CASA,5544.0,m2,3065.0,m2,CSN,CESIÓN,Pablo Gran Subida,583,,Venustiano Carranza,061,Mezquitic,14,Jalisco,44831,TERR,TERRENO,,,,,,,,,,,,,
ADMR860422MDFMCS01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,7291536.0,1988-04-19T01:05:33.766Z,4d671939-74e8-427c-b3fa-43becc5dddfd,ESCRITURA PÚBLICA,CASA,CASA,133.0,m2,119.0,m2,CSN,CESIÓN,Reina Solar,1933,,Emiliano Zapata,084,Talpa de Allende,14,Jalisco,44388,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
ADRV831118HPUMLC05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,52454280.0,1982-04-12T01:06:26.348Z,b92c0b8e-8a00-4333-8a09-f3f1ab2984c7,ESCRITURA PÚBLICA,CASA,CASA,5197.0,m2,5144.0,m2,CPV,COMPRAVENTA,Aparicio Explanada,596,,Anahuac,003,Coyoacán,09,Ciudad de México,02796,TERR,TERRENO,,,,,,,,,,,,,
ADRV831118HPUMLC05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,78655602.0,1986-01-11T04:17:41.189Z,3d6d05f5-6075-4195-bff0-dd0777d3e782,ESCRITURA PÚBLICA,CASA,CASA,5899.0,m2,5517.0,m2,RST,RIFA O SORTEO,Mónica Chalet,56,,Granjas,048,Maxcanú,31,Yucatán,97393,RACH,RANCHO,,,,,,,,,,,,,
ADRV831118HPUMLC05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,17005184.0,2003-12-12T14:34:35.505Z,f7012e6e-db8f-46ee-b213-ceba35294ab8,ESCRITURA PÚBLICA,CASA,CASA,311.0,m2,295.0,m2,CPV,COMPRAVENTA,Carranza Polígono,1776,,Del Valle,092,Tixcacalcupul,31,Yucatán,97525,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
ADTV850814HDFMRN07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,49587287.0,1997-03-23T17:24:10.610Z,68250587-930f-48ce-bd0b-9f5b775ded91,ESCRITURA PÚBLICA,CASA,CASA,4781.0,m2,3009.0,m2,CPV,COMPRAVENTA,Abril Bajada,803,,Chapultepec,004,Othón P. Blanco,23,Quintana Roo,77378,RACH,RANCHO,,,,,,,,,,,,,
ADTV850814HDFMRN07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,29817325.0,2000-11-21T00:18:46.156Z,e150fd2b-950f-4120-910b-9ce3b6be150a,ESCRITURA PÚBLICA,CASA,CASA,6111.0,m2,5341.0,m2,CPV,COMPRAVENTA,Delatorre Cuesta,1879,,Miguel Hidalgo,006,San Quintín,02,Baja California,21606,BODG,BODEGA,,,,,,,,,,,,,
ADTV850814HDFMRN07,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,44856092.0,2007-10-29T09:57:27.421Z,8460005f-efd6-4252-8410-1d06c4df4f21,ESCRITURA PÚBLICA,CASA,CASA,5685.0,m2,2609.0,m2,PRM,PERMUTA,Bustamante Urbanización,1391,,Hidalgo,120,Capitán Luis Ángel Vidal,07,Chiapas,29304,EDIF,EDIFICIO,,,,,,,,,,,,,
ADVE850312HAGMLT05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,4434934.0,1984-08-16T15:04:55.467Z,09112a67-fed0-4261-b490-77391e5e406a,ESCRITURA PÚBLICA,CASA,CASA,173.0,m2,145.0,m2,CPV,COMPRAVENTA,Emiliano Urbanización,1747,,Centro,005,Apizaco,29,Tlaxcala,90313,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
ADVL880902MDFMLZ03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,1451755.0,2001-06-22T19:48:05.775Z,bd51caf4-c7e1-4ede-ae7b-c542566e1932,ESCRITURA PÚBLICA,CASA,CASA,59.0,m2,58.0,m2,CPV,COMPRAVENTA,Renata Parque,1963,,Hidalgo,012,Mazatlán,25,Sinaloa,80910,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
ADXB780627MAGMNR02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,1168319.0,1979-12-26T07:03:36.876Z,68da5880-caf9-4b58-920a-605032c96915,ESCRITURA PÚBLICA,CASA,CASA,84.0,m2,56.0,m2,CSN,CESIÓN,Erick Calle,1361,,Anahuac,055,Chalma,30,Veracruz de Ignacio de la Llave,91974,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
AGBJ840219HPUSRN09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,1377803.0,1986-11-25T01:38:31.675Z,71a9835d-589a-4e1a-b83b-597bd47e1069,ESCRITURA PÚBLICA,CASA,CASA,107.0,m2,56.0,m2,CPV,COMPRAVENTA,Botello Carretera,1013,,Doctores,002,Mexicali,02,Baja California,21713,CASA,CASA,,,,,,,,,,,,,
AGCA811122MAGSRJ02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,1097196.0,1998-10-03T19:31:45.351Z,60dec6e2-6ff3-46e9-8fe9-29739cb845c4,ESCRITURA PÚBLICA,CASA,CASA,113.0,m2,74.0,m2,CPV,COMPRAVENTA,Olivia Barranco,937,,Independencia,019,Tepalcingo,17,Morelos,62416,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
AGCJ811009MDFRMM05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,1642019.0,1972-12-13T08:23:15.875Z,35456767-96e6-44a0-88d3-36ff3ab1a794,ESCRITURA PÚBLICA,CASA,CASA,106.0,m2,64.0,m2,CPV,COMPRAVENTA,Claudia Vía Pública,1134,,Marina Nacional,005,Playas de Rosarito,02,Baja California,21712,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
AGCM730518HDFSRR02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,4140813.0,1990-01-19T23:04:42.487Z,1aa1f30d-bdca-4bca-8000-5db5faeb34af,ESCRITURA PÚBLICA,CASA,CASA,178.0,m2,106.0,m2,CPV,COMPRAVENTA,Soto Sección,1700,,Marina Nacional,005,Playas de Rosarito,02,Baja California,21976,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
AGDS840820MVZLLM05,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,208845.0,1985-05-06T11:59:57.761Z,2b4dc470-8414-4e0b-a10a-34b890d810e6,ESCRITURA PÚBLICA,CASA,CASA,141.0,m2,64.0,m2,CPV,COMPRAVENTA,Loera Municipio,1290,,Roma,008,Minatitlán,06,Colima,28543,CASA,CASA,,,,,,,,,,,,,
AGER850701HAGLCB03,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,4074612.0,2004-02-05T10:15:37.527Z,337acc57-e3d8-40ab-85f6-cfe84a6963cb,ESCRITURA PÚBLICA,CASA,CASA,86.0,m2,71.0,m2,HRN,HERENCIA,Berta Bajada,455,,Granjas,017,Cintalapa,07,Chiapas,29442,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
AGGM810421HDFYZR04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,75058510.0,1983-05-25T01:28:11.767Z,7ea7a356-cc63-411a-a71a-bc04c1bf9190,ESCRITURA PÚBLICA,CASA,CASA,388.0,m2,365.0,m2,CPV,COMPRAVENTA,Villalobos Manzana,1415,,Lomas de becerra,044,Ixtapa,07,Chiapas,29309,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
AGGM810421HDFYZR04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,35363222.0,1985-05-23T00:30:53.814Z,def6b592-6470-4fbe-a49b-2aa0de909dbd,ESCRITURA PÚBLICA,CASA,CASA,452.0,m2,181.0,m2,CPV,COMPRAVENTA,Sancho Sección,1010,,Granjas,011,Tláhuac,09,Ciudad de México,04473,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
AGGM810421HDFYZR04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,62592957.0,1977-12-08T22:09:28.271Z,a4d81333-a7db-4620-9ab8-c73a84cded25,ESCRITURA PÚBLICA,CASA,CASA,328.0,m2,204.0,m2,CPV,COMPRAVENTA,Cristian Explanada,1622,,Venustiano Carranza,080,Yahualica,13,Hidalgo,42351,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
AGKB810425HPUYRR04,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,2362339.0,1988-05-09T07:29:54.519Z,191b00b6-27fa-420f-8b97-a0b18cb641d1,ESCRITURA PÚBLICA,CASA,CASA,80.0,m2,72.0,m2,CPV,COMPRAVENTA,Ester Ferrocarril,1524,,La loma,037,Tamazunchale,24,San Luis Potosí,78437,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
AGMB741111MAGSSR06,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,1265843.0,1976-12-10T21:27:20.269Z,edc399b1-8284-4dde-bd02-ef6d8a4b1ba4,ESCRITURA PÚBLICA,CASA,CASA,147.0,m2,140.0,m2,CPV,COMPRAVENTA,Eva Lado,270,,16 de septiembre,033,Cazones de Herrera,30,Veracruz de Ignacio de la Llave,91935,BODG,BODEGA,,,,,,,,,,,,,
AGME760709MSNYLS02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,52026397.0,2001-03-17T07:14:02.021Z,825b2824-839b-42e8-a704-141310995418,ESCRITURA PÚBLICA,CASA,CASA,489.0,m2,350.0,m2,CPV,COMPRAVENTA,Mascareñas Parque,1093,,Independencia,012,Cenotillo,31,Yucatán,97282,DPTO,DEPARTAMENTO,,,,,,,,,,,,,
AGME760709MSNYLS02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,34780504.0,2007-01-26T08:12:24.496Z,b8df3058-4219-49e6-803b-1b4458bbd360,ESCRITURA PÚBLICA,CASA,CASA,448.0,m2,303.0,m2,CPV,COMPRAVENTA,Lorenzo Barrio,728,,Ejercito Nacional,057,San Francisco de Borja,08,Chihuahua,31256,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
AGME760709MSNYLS02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,147335187.0,1975-08-23T10:10:16.411Z,b705de3f-9d61-4ae2-9071-3159b6027f28,ESCRITURA PÚBLICA,CASA,CASA,5093.0,m2,4465.0,m2,CPV,COMPRAVENTA,Lebrón Urbanización,1706,,Emiliano Zapata,011,Ruíz,18,Nayarit,63665,EDIF,EDIFICIO,,,,,,,,,,,,,
AGMG761119MVZYNR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,132150061.0,1995-03-21T15:41:39.394Z,389a612a-1d74-4b44-9e25-6c2dc27a835f,ESCRITURA PÚBLICA,CASA,CASA,5569.0,m2,5474.0,m2,PRM,PERMUTA,Abraham Rua,598,,La loma,007,Cuatro Ciénegas,05,Coahuila de Zaragoza,25388,BODG,BODEGA,,,,,,,,,,,,,
AGMG761119MVZYNR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,77620401.0,1971-03-28T18:19:43.775Z,48a39710-dd88-4653-8476-b72f6795a5e0,ESCRITURA PÚBLICA,CASA,CASA,6259.0,m2,5569.0,m2,CPV,COMPRAVENTA,Bravo Poblado,413,,Roma,010,Hidalgo,10,Durango,34314,TERR,TERRENO,,,,,,,,,,,,,
AGMG761119MVZYNR01,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,33422479.0,1987-10-10T10:33:46.737Z,4792e661-3ff3-44fe-8ca3-a5dc5410cea9,ESCRITURA PÚBLICA,CASA,CASA,2689.0,m2,2520.0,m2,STC,SENTENCIA,Venegas Senda,1902,,San pedro,145,San Sebastián Tlacotepec,21,Puebla,72777,BODG,BODEGA,,,,,,,,,,,,,
AGMM830022HDFSRR09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,8253377.0,1995-04-19T15:02:50.937Z,897d9801-349f-42ca-8219-2b0b7d165127,ESCRITURA PÚBLICA,CASA,CASA,160.0,m2,132.0,m2,CPV,COMPRAVENTA,Rojo Terrenos,1929,,Del Valle,046,Yuriria,11,Guanajuato,36582,LOCC,LOCAL COMERCIAL,,,,,,,,,,,,,
AGNA851008HAGSRF02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,NO APLICA,131127277.0,1995-06-10T11:45:57.397Z,649fb133-094c-4cd5-94c2-69593fa6f3d6,ESCRITURA PÚBLICA,CASA,CASA,5029.0,m2,4020.0,m2,DNC,DONACIÓN,María Eugenia Ferrocarril,1998,,Centro,029,Sacramento,05,Coahuila de Zaragoza,25670,EDIF,EDIFICIO,,,,,,,,,,,,,
AGNA851008HAGSRF02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,84968266.0,1994-07-01T22:29:52.205Z,d2fe4fbd-fa31-4ac7-a439-0053b24565f5,ESCRITURA PÚBLICA,CASA,CASA,3989.0,m2,3138.0,m2,CPV,COMPRAVENTA,Quintairos Chalet,32,,Doctores,007,Concepción del Oro,32,Zacatecas,98644,BODG,BODEGA,,,,,,,,,,,,,
AGNA851008HAGSRF02,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CRÉDITO,135117188.0,1996-12-14T20:42:56.791Z,3e3e8fe2-c78b-44d9-942b-9d848e10f9b6,ESCRITURA PÚBLICA,CASA,CASA,6084.0,m2,2164.0,m2,CPV,COMPRAVENTA,Galindo Bajada,1040,,Morelos,068,Villa Pesqueira,26,Sonora,83257,RACH,RANCHO,,,,,,,,,,,,,
AGSC710823HVZSZR09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,17257463.0,1973-10-25T10:00:26.097Z,9233d21a-c336-4405-a48a-577b5a7c4577,ESCRITURA PÚBLICA,CASA,CASA,372.0,m2,291.0,m2,CPV,COMPRAVENTA,Emiliano Chalet,530,,Emiliano Zapata,045,Tepechitlán,32,Zacatecas,98992,CASA,CASA,,,,,,,,,,,,,
AGSC710823HVZSZR09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,81437492.0,1992-03-09T05:10:36.648Z,2487676a-66f1-42ea-b681-1a0b922dffc5,ESCRITURA PÚBLICA,CASA,CASA,6497.0,m2,5585.0,m2,CPV,COMPRAVENTA,Leyva Travesía,1344,,Ignacio Zaragoza,098,San Andrés Teotilálpam,20,Oaxaca,68657,TERR,TERRENO,,,,,,,,,,,,,
AGSC710823HVZSZR09,SIN_CAMBIOS,"[{'clave': 'DEC', 'valor': 'DECLARANTE'}]",100.0,CONTADO,115534034.0,1987-10-21T00:21:32.445Z,a1a55920-686c-46fe-9285-831de10784b8,ESCRITURA PÚBLICA,CASA,CASA,5352.0,m2,4771.0,m2,CPV,COMPRAVENTA,Victor Manuel Extrarradio,1684,,Hidalgo,004,Tijuana,02,Baja California,21268,BODG,BODEGA,,,,,,,,,,,,,
