"curp_funcionario","r_70-2010_COMPRAVENTA_TOTAL","r_70-2010_DONACIÓN_TOTAL","r_2010-2015_COMPRAVENTA_TOTAL","r_2015-2020_COMPRAVENTA_TOTAL","r_70-2010_COMPRAVENTA_VALOR","r_70-2010_DONACIÓN_VALOR","r_2010-2015_COMPRAVENTA_VALOR","r_2015-2020_COMPRAVENTA_VALOR"
"KOKJ860105MVZRYL06",1,NA,NA,NA,4793045,NA,NA,NA
"KOLM821116HDFRYR05",3,NA,NA,NA,202094623,NA,NA,NA
"KOMA741126MAGRNF07",2,1,NA,NA,112082930,28781490,NA,NA
"KOMG810311HAGNNL04",3,NA,NA,NA,306170974,NA,NA,NA
"KOMJ740003HPURRL07",1,NA,NA,NA,3042479,NA,NA,NA
"KOMS831103MVZRRF09",3,NA,NA,NA,135899086,NA,NA,NA
"KOOC700909MAGRLR04",1,NA,NA,NA,9501498,NA,NA,NA
"KOPS830709HVZRGL05",1,NA,NA,NA,1618222,NA,NA,NA
"KORF870426HDFNDL03",2,NA,NA,NA,96798243,NA,NA,NA
"KORI790001HDFRMR03",2,1,NA,NA,58768263,60266596,NA,NA
"KORJ710824MDFRSN02",1,NA,NA,NA,1506809,NA,NA,NA
"KOSE700122MPURLT07",1,NA,NA,NA,9524960,NA,NA,NA
"KOSM740308HDFRCN05",3,NA,NA,NA,275689038,NA,NA,NA
"KOVC700912MPURGN03",1,NA,NA,NA,58416248,NA,NA,NA
"KOVF820505HSNRLT02",1,NA,NA,NA,4199819,NA,NA,NA
"KOZI890224MDFRRB02",2,NA,NA,NA,60933969,NA,NA,NA
"KRBL790121HAGRLL03",2,1,NA,NA,61617620,119289134,NA,NA
"KRDB820921HSNRZL01",1,NA,NA,NA,7969396,NA,NA,NA
"KRKN801025MSNRRC03",1,NA,NA,NA,1009380,NA,NA,NA
"KRPA790321HAGRRN03",3,NA,NA,NA,250987667,NA,NA,NA
"KRRC720824HVZRSL04",3,NA,NA,NA,154119401,NA,NA,NA
"KRRE761027MPURJN03",3,NA,NA,NA,268188438,NA,NA,NA
"KRVI830622MAGRLB04",3,NA,NA,NA,136726146,NA,NA,NA
"KUHB870024HAGZRR05",1,NA,NA,NA,8158256,NA,NA,NA
"KUNF770410MVZZVR08",3,NA,NA,NA,242322963,NA,NA,NA
"KYBS820804MAGYCN07",2,NA,NA,NA,104241863,NA,NA,NA
"KYGS830116MVZYZS06",2,1,NA,NA,131606920,72632716,NA,NA
"KYMC860722MPUYNR04",2,1,NA,NA,121468862,25068802,NA,NA
"KYSN700509MVZYLC02",2,NA,NA,NA,93730964,NA,NA,NA
"KYVC880008MPUYLR06",3,NA,NA,NA,181460637,NA,NA,NA
"KYVE740104MAGYLS04",2,NA,NA,NA,85085364,NA,NA,NA
"LAAO720718HDFRMV05",1,NA,NA,NA,40514642,NA,NA,NA
"LABA810612HSNRRT05",3,NA,NA,NA,151123527,NA,NA,NA
"LACF840806HAGRNT02",3,NA,NA,NA,157847296,NA,NA,NA
"LACI790814HVZRRR06",1,NA,NA,NA,9502104,NA,NA,NA
"LAFR820513HAGRLN09",1,NA,NA,NA,1100544,NA,NA,NA
"LALG701010MDFRYL02",2,1,NA,NA,59821086,119881130,NA,NA
"LALI720510HAGRNR09",1,NA,NA,NA,802159,NA,NA,NA
"LAMI780102HDFBRN06",1,NA,NA,NA,1255772,NA,NA,NA
"LAOC760409MVZRDR04",1,NA,NA,NA,5544603,NA,NA,NA
"LARD790216MAGBCN04",1,NA,NA,NA,806052,NA,NA,NA
"LARE750218HDFRCR01",1,NA,NA,NA,1489297,NA,NA,NA
"LASL890712MPUBLL04",3,NA,NA,NA,271775256,NA,NA,NA
"LAUA870826HAGRR 01",1,NA,NA,NA,1793858,NA,NA,NA
"LAZS730425MVZRMN01",1,NA,NA,NA,1390830,NA,NA,NA
"LAZS820826MVZRMF02",3,NA,NA,NA,270010465,NA,NA,NA
"LEAF791101HPUMJT01",1,NA,NA,NA,5456838,NA,NA,NA
"LEBA871026MSNRRN08",3,NA,NA,NA,312041733,NA,NA,NA
"LEBB740516MAGLRR05",3,NA,NA,NA,179142484,NA,NA,NA
"LECM800927HPULSL06",1,NA,NA,NA,42612036,NA,NA,NA
"LECR790612HVZYRN03",1,NA,NA,NA,5258212,NA,NA,NA
"LEDE700904MVZRLS03",3,NA,NA,NA,222964124,NA,NA,NA
"LEDS750421MVZYLR06",1,NA,NA,NA,2885106,NA,NA,NA
"LEFF811005HDFLGL06",1,NA,NA,NA,976409,NA,NA,NA
"LEGA871118HPUYDJ05",1,NA,NA,NA,6133133,NA,NA,NA
"LEGB800001HAGDRR08",3,NA,NA,NA,208167330,NA,NA,NA
"LEGB820106MDFLZN02",1,NA,NA,NA,915775,NA,NA,NA
"LEGC840024MAGRTN05",2,NA,NA,NA,210502779,NA,NA,NA
"LEGM770814HVZLLR03",3,NA,NA,NA,279972744,NA,NA,NA
"LEHI720103MSNVRS01",1,NA,NA,NA,785267,NA,NA,NA
"LELÁ800304HAGMCG07",3,NA,NA,NA,172486696,NA,NA,NA
"LEMA870024MSNBNS08",3,NA,NA,NA,226354390,NA,NA,NA
"LEMD731027HVZVJL09",1,NA,NA,NA,1313170,NA,NA,NA
"LEME800115MPUBDN04",3,NA,NA,NA,183009507,NA,NA,NA
"LENI840205HAGYZC08",3,NA,NA,NA,199784064,NA,NA,NA
"LENJ730914MAGBJN08",1,NA,NA,NA,40248019,NA,NA,NA
"LEPD850326HSNYRV06",2,NA,NA,NA,119143149,NA,NA,NA
"LEPD880203MSNYRV05",3,NA,NA,NA,211976886,NA,NA,NA
"LEPF860527HVZVLT07",1,NA,NA,NA,5135419,NA,NA,NA
"LEPM830503HVZLGG04",1,NA,NA,NA,6366794,NA,NA,NA
"LERA850218MDFYJN09",1,NA,NA,NA,6464246,NA,NA,NA
"LERÁ890205HDFVLG03",1,NA,NA,NA,6110783,NA,NA,NA
"LERC790317HAGYSM04",2,NA,NA,NA,90931052,NA,NA,NA
"LERD850126MSNYZR09",2,NA,NA,NA,88651438,NA,NA,NA
"LERL720304MPUMLN06",3,NA,NA,NA,218401108,NA,NA,NA
"LERM790924HSNRSL06",3,NA,NA,NA,155440303,NA,NA,NA
"LERV840027MPUDYC05",1,NA,NA,NA,2833261,NA,NA,NA
"LERX850915MSNRDM07",1,NA,NA,NA,4395906,NA,NA,NA
"LESE770407HSNDLL05",3,NA,NA,NA,221588416,NA,NA,NA
"LESE840503HVZLNL02",1,NA,NA,NA,2469023,NA,NA,NA
"LESG710520HDFBNR06",1,NA,NA,NA,4622302,NA,NA,NA
"LESN890507MPUBVC09",1,NA,NA,NA,3213854,NA,NA,NA
"LESV840710HVZNLL06",3,NA,NA,NA,254703799,NA,NA,NA
"LETA731007HVZRVF07",1,NA,NA,NA,9559543,NA,NA,NA
"LETC730009HVZBRS05",1,NA,NA,NA,5306191,NA,NA,NA
"LEVM730622MDFNNN08",3,NA,NA,NA,213079946,NA,NA,NA
"LEVM890509HAGVLC07",1,NA,NA,NA,5990404,NA,NA,NA
"LIAA710909MDFMNF03",2,NA,NA,NA,65896144,NA,NA,NA
"LICL810224HVZRRC08",1,NA,NA,NA,6440392,NA,NA,NA
"LIEJ841102MVZMCS03",1,NA,NA,NA,6403047,NA,NA,NA
"LIFE710922MAGRRS01",1,NA,NA,NA,4633688,NA,NA,NA
"LILC820423HSNNCR05",1,NA,NA,NA,2726343,NA,NA,NA
"LIMA800412MAGRRR02",1,NA,NA,NA,1439911,NA,NA,NA
"LINE750515MVZMVR09",3,NA,NA,NA,309121635,NA,NA,NA
"LIOR860713HDFNVS06",3,NA,NA,NA,356485162,NA,NA,NA
"LISC870511HVZRLR01",2,NA,NA,NA,65125507,NA,NA,NA
"LLKE710204MAGLRR07",3,NA,NA,NA,177476323,NA,NA,NA
"LLLR871124MVZLCS03",2,NA,NA,NA,145715498,NA,NA,NA
"LLPJ800015MDFLCM04",2,1,NA,NA,197105774,114215248,NA,NA
"LLSR780606MDFLNM01",1,NA,NA,NA,8250704,NA,NA,NA
"LOAA760425MAGZDR02",2,NA,NA,NA,99168696,NA,NA,NA
"LOBR790002MSNYRS05",1,NA,NA,NA,7495634,NA,NA,NA
"LOCC770613MPUNRL02",3,NA,NA,NA,214183626,NA,NA,NA
"LÓCL740816HPUPHS03",1,NA,NA,NA,8462737,NA,NA,NA
"LOEE891125MSNRCN05",1,NA,NA,NA,2993859,NA,NA,NA
"LÓFD841024HPUPRN05",3,NA,NA,NA,245851016,NA,NA,NA
"LÓFV820426HPUPJC01",1,1,NA,NA,83616880,149080080,NA,NA
"LOGD770417HVZMTN02",3,NA,NA,NA,187175865,NA,NA,NA
"LOGE720210MAGRRL06",1,NA,NA,NA,1772577,NA,NA,NA
"LÓGI770722HAGPRN02",3,NA,NA,NA,304189195,NA,NA,NA
"LOGR831107HAGZNS09",3,NA,NA,NA,225671142,NA,NA,NA
"LOHJ750322HDFYNS01",1,NA,NA,NA,4980427,NA,NA,NA
"LOMC720221HVZZSR02",3,NA,NA,NA,219363543,NA,NA,NA
"LOMD820317HDFZDL06",1,NA,NA,NA,1695374,NA,NA,NA
"LOMF881011HPUYNL02",3,NA,NA,NA,127421943,NA,NA,NA
"LOMI710126HVZZCS07",1,NA,NA,NA,1555645,NA,NA,NA
"LOML741107MAGNTR01",1,NA,NA,NA,7107857,NA,NA,NA
"LOMP740021MPUNÑL09",2,NA,NA,NA,111474689,NA,NA,NA
"LOOJ870015MDFRNC03",1,NA,NA,NA,6295450,NA,NA,NA
"LOOL800903HPUNMR09",2,NA,NA,NA,150786008,NA,NA,NA
"LOPJ831022HVZYRN05",3,NA,NA,NA,218537269,NA,NA,NA
"LOQS700215MDFVNL05",2,1,NA,NA,113317131,82876943,NA,NA
"LORE751001MPURNundefined03",3,NA,NA,NA,232544536,NA,NA,NA
"LÓRE860323MDFPDP05",2,NA,NA,NA,132156681,NA,NA,NA
"LORJ830115MVZMDS05",1,NA,NA,NA,7615003,NA,NA,NA
"LORP740516MPUYNT06",3,NA,NA,NA,141635802,NA,NA,NA
"LOSA830407MAGZZL06",2,NA,NA,NA,99294586,NA,NA,NA
"LOSC810119HPUVLR04",3,NA,NA,NA,235889384,NA,NA,NA
"LÓSC880311MVZPTT06",3,NA,NA,NA,277244157,NA,NA,NA
"LOUC840204MVZZBN01",1,NA,NA,NA,977051,NA,NA,NA
"LOVA700526MPUYLundefined02",2,1,NA,NA,128917324,38360307,NA,NA
"LOVA860105MPUZL 05",1,NA,NA,NA,6150113,NA,NA,NA
"LOVV890321HSNNRC09",1,NA,NA,NA,5484016,NA,NA,NA
"LUAM740616HPUNMR02",1,NA,NA,NA,566011,NA,NA,NA
"LUBM891105MAGCZG07",1,NA,NA,NA,4261350,NA,NA,NA
"LUBS831122MSNCNL03",1,NA,NA,NA,6934605,NA,NA,NA
"LUCA720509HSNVST02",2,NA,NA,NA,118960171,NA,NA,NA
"LUCH820025MPUVRR09",1,NA,NA,NA,1472096,NA,NA,NA
"LUCJ710526HSNNRM01",3,NA,NA,NA,188223657,NA,NA,NA
"LUCL890309HVZGRS09",1,NA,NA,NA,5839766,NA,NA,NA
"LUEC750305MVZNCR01",1,NA,NA,NA,925433,NA,NA,NA
"LUGA800926HDFCRX07",1,NA,NA,NA,9454483,NA,NA,NA
"LUGD811120MSNCLN01",3,NA,NA,NA,238183782,NA,NA,NA
"LUGF880009MDFVSL01",3,NA,NA,NA,208575264,NA,NA,NA
"LUGG770011HDFGDB09",1,NA,NA,NA,6399240,NA,NA,NA
"LUGM880903HSNCMX07",2,NA,NA,NA,147898949,NA,NA,NA
"LUGR780912MDFGMB06",3,NA,NA,NA,294377583,NA,NA,NA
"LUGR820426HVZGLB04",3,NA,NA,NA,182054022,NA,NA,NA
"LUHU760602MDFCLL01",3,NA,NA,NA,210927388,NA,NA,NA
"LULG740016HDFNVR07",1,NA,NA,NA,1624412,NA,NA,NA
"LULM761026MDFCLR01",3,NA,NA,NA,165861411,NA,NA,NA
"LUMG760518HAGCRR01",1,NA,NA,NA,9012634,NA,NA,NA
"LUMM770612MSNCNR03",3,NA,NA,NA,115744534,NA,NA,NA
"LUMR741005HDFVRN08",1,NA,NA,NA,3032237,NA,NA,NA
"LUNB770206MVZCVR08",1,NA,NA,NA,4587622,NA,NA,NA
"LUOM780925MPUVZR07",2,1,NA,NA,210139853,20493382,NA,NA
"LUPL870317MDFVRS01",1,NA,NA,NA,2483549,NA,NA,NA
"LUPM870902MDFVRG04",3,NA,NA,NA,164973039,NA,NA,NA
"LUPS820811MVZVZS08",3,NA,NA,NA,168426401,NA,NA,NA
"LUPY800026MDFVRM04",3,NA,NA,NA,250964777,NA,NA,NA
"LURE860006HDFCLT01",1,NA,NA,NA,2481284,NA,NA,NA
"LURJ880820HAGNJN09",1,NA,NA,NA,6856562,NA,NA,NA
"LUTS770722HAGCJL01",1,NA,NA,NA,8107732,NA,NA,NA
"LUUA881125MSNVBR09",1,NA,NA,NA,1352760,NA,NA,NA
"LUVA701109MDFNLF05",3,NA,NA,NA,126421398,NA,NA,NA
"LUVE750715HVZGLT07",1,NA,NA,NA,20194123,NA,NA,NA
"LUYA730910HPUVNN01",1,NA,NA,NA,423024,NA,NA,NA
"LUZN781106HSNNVM03",3,NA,NA,NA,190403016,NA,NA,NA
"MAAA791007HSNYRF08",3,NA,NA,NA,304015526,NA,NA,NA
"MAAD820501MVZTVN05",3,NA,NA,NA,241198013,NA,NA,NA
"MAAM770920HDFDVG01",3,NA,NA,NA,216140487,NA,NA,NA
"MAAN800526HDFGYC01",1,NA,NA,NA,4168786,NA,NA,NA
"MABC820808HSNRNR06",1,NA,NA,NA,686992,NA,NA,NA
"MABH810314HAGRRG06",1,NA,NA,NA,1328435,NA,NA,NA
"MABL830503MPUDLR07",1,NA,NA,NA,3742318,NA,NA,NA
"MABM720702HPUNÑR08",3,NA,NA,NA,117929690,NA,NA,NA
"MABM741124MVZYNL07",1,NA,NA,NA,8529610,NA,NA,NA
"MABM810809HAGLRR04",3,NA,NA,NA,129017787,NA,NA,NA
"MABM890607MAGNNN07",2,NA,NA,NA,196654228,NA,NA,NA
"MABN820125MAGTTM08",3,NA,NA,NA,299527925,NA,NA,NA
"MACA700925HPUTPL08",1,NA,NA,NA,3443494,NA,NA,NA
"MACA750520MSNGNN09",1,NA,NA,NA,398638,NA,NA,NA
"MACA771018MSNNLT06",1,NA,NA,NA,1329531,NA,NA,NA
"MACÁ791127MVZTRG04",2,NA,NA,NA,147816068,NA,NA,NA
"MACA860808HPURRX03",1,NA,NA,NA,9424386,NA,NA,NA
"MACE830512MAGRLS01",3,NA,NA,NA,179223083,NA,NA,NA
"MACE880312HSNLRC08",2,NA,NA,NA,115803963,NA,NA,NA
"MACG870809MPUTRB04",1,NA,NA,NA,3401347,NA,NA,NA
"MACH860026HAGRHG04",3,NA,NA,NA,185515686,NA,NA,NA
"MACI830705HAGCSR02",2,NA,NA,NA,168648522,NA,NA,NA
"MACL790804MPUNRS02",2,NA,NA,NA,129669266,NA,NA,NA
"MACL851127MAGGRC06",1,NA,NA,NA,6168763,NA,NA,NA
"MACL860220HDFYHC08",3,NA,NA,NA,172389750,NA,NA,NA
"MACM740904MAGYNR04",3,NA,NA,NA,128093218,NA,NA,NA
"MACM760410MAGDJN05",3,NA,NA,NA,288162872,NA,NA,NA
"MACM780321HAGTDR09",2,NA,NA,NA,115232524,NA,NA,NA
"MACM840820HVZDRR05",2,NA,NA,NA,43970830,NA,NA,NA
"MACP801127MPUDSD03",1,NA,NA,NA,9812807,NA,NA,NA
"MÁDE790024MVZRLL08",1,NA,NA,NA,165531,NA,NA,NA
"MADM760313HSNGLT02",1,NA,NA,NA,7592485,NA,NA,NA
"MADR751103HSNRVS03",1,NA,NA,NA,5657183,NA,NA,NA
"MAFE780222MDFSGM01",1,NA,NA,NA,497903,NA,NA,NA
"MAFG730313HPURLB08",1,NA,NA,NA,9844629,NA,NA,NA
"MAFL740015MSNRRZ07",2,NA,NA,NA,174289232,NA,NA,NA
"MAFM880925MSNDLR05",1,NA,NA,NA,7696609,NA,NA,NA
"MAGA871119MPUTLL03",1,NA,NA,NA,1313802,NA,NA,NA
"MAGB800222HPURYR06",3,NA,NA,NA,178732832,NA,NA,NA
"MAGF881006HVZDLR06",1,NA,NA,NA,9827340,NA,NA,NA
"MAGL860608HPURNC09",2,NA,NA,NA,153705477,NA,NA,NA
"MAGS710119MDFYTF09",2,1,NA,NA,200251832,60357375,NA,NA
"MAHI810805MVZDRR07",2,NA,NA,NA,104531662,NA,NA,NA
"MAHL810010HAGTRS03",2,NA,NA,NA,97611156,NA,NA,NA
"MAHY730810HSNYRR07",1,NA,NA,NA,5623261,NA,NA,NA
"MAJO740627MAGTRV07",1,NA,NA,NA,3834967,NA,NA,NA
"MAKE801102MVZSZR04",3,NA,NA,NA,172953026,NA,NA,NA
"MAKI870222HPUGRN01",1,NA,NA,NA,216951,NA,NA,NA
"MAKR791120HSNSMM04",1,NA,NA,NA,2619572,NA,NA,NA
"MALE760510HAGRVR09",2,NA,NA,NA,111033138,NA,NA,NA
"MALJ800206MPUSVS05",1,NA,NA,NA,4843584,NA,NA,NA
"MALS820009HAGRZS05",2,1,NA,NA,168396255,111507090,NA,NA
"MALV770626MVZTRR07",1,NA,NA,NA,3487376,NA,NA,NA
"MAMA760802MSNTRX07",3,NA,NA,NA,168753826,NA,NA,NA
"MAMC720907MAGLRT02",1,NA,NA,NA,9246917,NA,NA,NA
"MAMC800703MAGTDR06",3,NA,NA,NA,198098616,NA,NA,NA
"MAME870726HAGRNM02",3,NA,NA,NA,108526225,NA,NA,NA
"MÁMG851014MDFRTD07",2,1,NA,NA,91477625,117103747,NA,NA
"MAMJ760102HDFRNV06",2,1,NA,NA,80026788,35678344,NA,NA
"MAML790017MSNTNZ06",3,NA,NA,NA,211075123,NA,NA,NA
"MAML790713MVZTLZ07",1,NA,NA,NA,5509510,NA,NA,NA
"MAMM771006MSNLNN09",3,NA,NA,NA,145084224,NA,NA,NA
"MAMP810504MSNCTT07",3,NA,NA,NA,274247441,NA,NA,NA
"MAMS740201MSNDDL02",1,NA,NA,NA,412347,NA,NA,NA
"MAMV700114MPUCRR09",2,NA,NA,NA,247494494,NA,NA,NA
"MANL801024HVZLZR06",1,NA,NA,NA,8826618,NA,NA,NA
"MANL841126MPUCÑS02",2,NA,NA,NA,90896501,NA,NA,NA
"MAOM870603HAGNRR04",3,NA,NA,NA,203212473,NA,NA,NA
"MAPC870422MSNNDT08",1,NA,NA,NA,324071,NA,NA,NA
"MAPE720722HAGGRundefined01",2,NA,NA,NA,91301292,NA,NA,NA
"MAPN851112HVZTRR01",2,NA,NA,NA,182618502,NA,NA,NA
"MAPV740913HVZDÑN07",2,NA,NA,NA,223813911,NA,NA,NA
"MAQÁ800825MSNRVG09",1,NA,NA,NA,3015100,NA,NA,NA
"MAQL721119MVZSSR07",1,NA,NA,NA,1740156,NA,NA,NA
"MARA740209MDFSBD06",3,NA,NA,NA,160005749,NA,NA,NA
"MARC840924HAGDYR03",3,NA,NA,NA,134497497,NA,NA,NA
"MARG800625MVZNBN04",1,NA,NA,NA,346914,NA,NA,NA
"MARG900821HDFCVS05",NA,NA,NA,1,NA,NA,NA,NA
"MARJ700508MVZDLR05",2,NA,NA,NA,117473568,NA,NA,NA
"MARJ710215MAGDYN08",3,NA,NA,NA,131784586,NA,NA,NA
"MARJ850005MSNLSS06",1,NA,NA,NA,9520013,NA,NA,NA
"MARO871025HSNNST09",3,NA,NA,NA,201924142,NA,NA,NA
"MARR790605HPUTYD03",1,NA,NA,NA,2103201,NA,NA,NA
"MASA720406HPUTRundefined02",1,NA,NA,NA,744581,NA,NA,NA
"MASA750116MPUYLR06",3,NA,NA,NA,359019821,NA,NA,NA
"MASA790516MAGRRJ03",1,NA,NA,NA,1636261,NA,NA,NA
"MASA800101HDFNLB06",1,NA,NA,NA,1573612,NA,NA,NA
"MASA800415MPUCVN01",1,NA,NA,NA,386357,NA,NA,NA
"MASC780707HAGRDM05",3,NA,NA,NA,356208265,NA,NA,NA
"MASE820607MSNSMZ08",1,NA,NA,NA,1738627,NA,NA,NA
"MASG861105HAGNNR09",1,NA,NA,NA,843756,NA,NA,NA
"MASL870819HSNTNZ06",1,NA,NA,NA,37615586,NA,NA,NA
"MASS770018MPUTDL06",3,NA,NA,NA,257516230,NA,NA,NA
"MASS821011MSNDGB05",3,NA,NA,NA,178331184,NA,NA,NA
"MATE730316HAGDJP02",2,NA,NA,NA,126083390,NA,NA,NA
"MÁTL820803HPURML08",1,NA,NA,NA,1344691,NA,NA,NA
"MÁTL880912HSNRJZ09",3,NA,NA,NA,175093153,NA,NA,NA
"MATS710309MVZTFN07",1,NA,NA,NA,4084822,NA,NA,NA
"MAUJ811027HAGTBL05",2,NA,NA,NA,68240934,NA,NA,NA
"MAUL710702MAGDSC02",1,NA,NA,NA,187635,NA,NA,NA
"MAVM790818HSNRNR08",3,NA,NA,NA,219367235,NA,NA,NA
"MAVS790127HPURLB02",3,NA,NA,NA,214620131,NA,NA,NA
"MAXM870027HDFTNR07",3,NA,NA,NA,286030292,NA,NA,NA
"MAYC810612HVZRMR03",2,NA,NA,NA,148281928,NA,NA,NA
"MAYL740302MPUTBZ07",1,NA,NA,NA,7350980,NA,NA,NA
"MAYM770506HAGTNR03",1,NA,NA,NA,1045266,NA,NA,NA
"MAZA790105MDFSMX03",2,NA,NA,NA,66787068,NA,NA,NA
"MAZC870319MDFSPN07",3,NA,NA,NA,233496414,NA,NA,NA
"MAZE840701MVZYRR08",3,NA,NA,NA,255362270,NA,NA,NA
"MAZL750210MVZSMZ01",3,NA,NA,NA,187009903,NA,NA,NA
"MEAE700021MPUNÑS02",3,NA,NA,NA,172361555,NA,NA,NA
"MEAE891106HPULML05",3,NA,NA,NA,218113658,NA,NA,NA
"MEAM740717MVZRDN07",2,1,NA,NA,85600770,111368238,NA,NA
"MEAM870012HDFZNT05",1,NA,NA,NA,1376532,NA,NA,NA
"MEAP840415MPUZDT04",3,NA,NA,NA,176848339,NA,NA,NA
"MEAS870820MAGDNS06",3,NA,NA,NA,126382726,NA,NA,NA
"MEBA780127MVZNRN09",3,NA,NA,NA,77175797,NA,NA,NA
"MEBC730323HSNRRR07",2,NA,NA,NA,97390105,NA,NA,NA
"MEBG700609MSNRLD05",1,NA,NA,NA,9729057,NA,NA,NA
"MEBL730205MPURRZ07",2,NA,NA,NA,161773860,NA,NA,NA
"MEBL770307HDFNNL07",1,NA,NA,NA,2872281,NA,NA,NA
"MECA741125MSNRRF03",3,NA,NA,NA,203940307,NA,NA,NA
"MECC740318MPURJN09",3,NA,NA,NA,88375743,NA,NA,NA
"MÉCG810402HDFNRL01",2,NA,NA,NA,54603523,NA,NA,NA
"MECH740920MSNLLR02",3,NA,NA,NA,156139971,NA,NA,NA
"MEDM710815MSNJLR05",1,NA,NA,NA,1270500,NA,NA,NA
"MEEA860315HVZNCR03",1,NA,NA,NA,1452904,NA,NA,NA
"MEED840206HPUDPB07",1,NA,NA,NA,1243093,NA,NA,NA
"MEFN790405HAGNRT01",1,NA,NA,NA,8961797,NA,NA,NA
"MEGA810327MDFJRB01",3,NA,NA,NA,214814288,NA,NA,NA
"MEGE730415HDFSRS07",1,NA,NA,NA,5528931,NA,NA,NA
"MEGJ810026HSNJMZ05",2,NA,NA,NA,158793851,NA,NA,NA
"MEGS870016HPURLL01",1,NA,NA,NA,593166,NA,NA,NA
"MÉGT890617HVZNLD02",3,NA,NA,NA,200306827,NA,NA,NA
"MEHÁ890423MDFNRG03",2,NA,NA,NA,169306726,NA,NA,NA
"MEHD721023HPUNRM05",2,NA,NA,NA,123562561,NA,NA,NA
"MÉHE740914HDFNRS08",3,NA,NA,NA,134792546,NA,NA,NA
"MEJS871006HSNLSF05",1,NA,NA,NA,1516762,NA,NA,NA
"MEKA770223MVZRNF05",2,NA,NA,NA,139710615,NA,NA,NA
"MEKE801125MSNRDN01",1,NA,NA,NA,4607301,NA,NA,NA
"MEKJ791006HPURZS03",2,NA,NA,NA,228027151,NA,NA,NA
"MEKM721021MPURRR02",2,NA,NA,NA,64769721,NA,NA,NA
"MEKR830319MVZNNN02",1,NA,NA,NA,4474876,NA,NA,NA
"MELL831024MVZSRR09",1,NA,NA,NA,7877847,NA,NA,NA
"MEMA720115HDFSDF06",1,NA,NA,NA,4439481,NA,NA,NA
"MEMA880327HDFNÑ 09",2,NA,NA,NA,83558678,NA,NA,NA
"MEMD780005HSNNÑG03",1,NA,NA,NA,9476997,NA,NA,NA
"MEMJ730811MAGNRM08",1,NA,NA,NA,312127,NA,NA,NA
"MÉML880408MDFNÑT08",1,NA,NA,NA,1239708,NA,NA,NA
"MEMM700126HDFZCN03",1,NA,NA,NA,2218027,NA,NA,NA
"MEMM700309HAGDNL03",2,NA,NA,NA,140084404,NA,NA,NA
"MEMS760307HPUNCR04",3,NA,NA,NA,160245887,NA,NA,NA
"MENF770404MDFJTR09",1,NA,NA,NA,1335961,NA,NA,NA
"MENL870406MDFJRR04",1,NA,NA,NA,7075548,NA,NA,NA
"MEÑN760614MAGLÑT03",1,NA,NA,NA,5932206,NA,NA,NA
"MEOD760106HVZLVL03",1,NA,NA,NA,9276645,NA,NA,NA
"MEOF820202MAGRNL03",1,NA,NA,NA,4789013,NA,NA,NA
"MEPE880610MDFDDL08",2,1,NA,NA,147951339,136805556,NA,NA
"MEPM710826HAGNRR06",3,NA,NA,NA,175005313,NA,NA,NA
"MEPN891109HVZDZT02",1,NA,NA,NA,1664127,NA,NA,NA
"MEPT710306HDFNLR02",1,NA,NA,NA,5044284,NA,NA,NA
"MÉPZ710413MAGNRundefined01",1,NA,NA,NA,8581408,NA,NA,NA
"MEQG730701MSNJRR08",1,NA,NA,NA,633005,NA,NA,NA
"MERE720320MPUSSP07",3,NA,NA,NA,196934340,NA,NA,NA
"MÉRR810013HDFNMG08",3,NA,NA,NA,311053779,NA,NA,NA
"MERS880314MAGRJR02",2,NA,NA,NA,105966438,NA,NA,NA
"MERV701008MVZNYR06",1,NA,NA,NA,4717273,NA,NA,NA
"MESB820807HSNDLT09",3,NA,NA,NA,85655991,NA,NA,NA
"MESD831120MAGDRM01",1,NA,NA,NA,6679205,NA,NA,NA
"MESE791108HSNDLZ04",1,NA,NA,NA,6662912,NA,NA,NA
"MESG730211HAGJLL06",3,NA,NA,NA,98453688,NA,NA,NA
"MESJ870504MAGDSR03",3,NA,NA,NA,213166904,NA,NA,NA
"MESM750023MSNSRL08",1,NA,NA,NA,1214780,NA,NA,NA
"MESS830803HDFRRR03",2,NA,NA,NA,225748718,NA,NA,NA
"MÉTA810020MDFNJC04",1,NA,NA,NA,7873637,NA,NA,NA
"METT790906HSNDVD09",3,NA,NA,NA,221998592,NA,NA,NA
"MEUM720426HDFNRT09",3,NA,NA,NA,229872929,NA,NA,NA
"MEVA730710HAGSLB03",2,NA,NA,NA,187527877,NA,NA,NA
"MEVA760014HVZNSD06",1,NA,NA,NA,3751391,NA,NA,NA
"MEVD701122HVZDRL05",2,NA,NA,NA,73077632,NA,NA,NA
"MEVE711017HVZSLL08",1,NA,NA,NA,7804832,NA,NA,NA
"MEVM840825MDFNLR07",1,NA,NA,NA,408390,NA,NA,NA
"MEVR800312MSNJLC04",1,NA,NA,NA,1174456,NA,NA,NA
"MEYM740513MVZNNY02",1,NA,NA,NA,2872075,NA,NA,NA
"MEYR830116HAGNÑD04",3,NA,NA,NA,217752348,NA,NA,NA
"MEZA870226MDFZPT09",3,NA,NA,NA,262721662,NA,NA,NA
"MIAA720008MAGRNX02",2,NA,NA,NA,103126225,NA,NA,NA
"MIAA810117MAGRSB04",3,NA,NA,NA,218794565,NA,NA,NA
